HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
35F6NGNVM8JQ086A04LXNGD8QSGT7M,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3VAR3R6G1P1HAE4F4VW5VQZYC80O81,A2AQ45RVN94MR9,Approved,Fri Feb 26 11:29:15 PST 2016,Fri Feb 26 11:29:57 PST 2016,Sat Feb 27 11:29:57 PST 2016,Fri Feb 26 14:51:02 PST 2016,,,42,100% (6/6),100% (6/6),100% (6/6),Eiffel_Tower-Communications,"<font color=""blue"">Question</font>: when has the eiffel tower first been used for radio transmission<br/><font color=""blue"">Sentence(s)</font>: The tower has been used for radio transmission since the beginning of the 20th century.",When was the first radio transmission sent from the Eiffel Tower?,,
3N5YJ55YXG3AOXZOABB5O8962I0NA6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,39PAAFCODM0VYI5085TEHEPTMEMTV1,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:33:22 PST 2016,Fri Feb 26 12:33:48 PST 2016,Sat Feb 27 12:33:48 PST 2016,Fri Feb 26 14:51:48 PST 2016,,,26,100% (85/85),100% (85/85),100% (85/85),Machu_Picchu-Layout,"<font color=""blue"">Question</font>: What section of the city was probably residential?<br/><font color=""blue"">Sentence(s)</font>: The eastern section of the city was probably residential.",Where was the residential district most likely located?,,
3LVTFB9DE5IW1LPJC3VWOOFE5O0QG8,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,36U2A8VAG1ZDZTAIJ726NM6RLIVYK7,A9SMAR17SVCAF,Approved,Fri Feb 26 12:16:12 PST 2016,Fri Feb 26 12:18:40 PST 2016,Sat Feb 27 12:18:40 PST 2016,Fri Feb 26 14:51:47 PST 2016,,,148,100% (6/6),100% (6/6),100% (6/6),Disneyland-Opening_day,"<font color=""blue"">Question</font>: When was Disneyland dedicated at an ""International Press Preview""?<br/><font color=""blue"">Sentence(s)</font>: Disneyland was dedicated at an ""International Press Preview"" event held on Sunday, July 17, 1955, which was only open to invited guests and the media.","On what date was Disneyland dedicated at a private ""International Press Review""?",,
362E9TQF2HQJKN10ZVQNFMOSEEJIGX,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3V0Z7YWSIY01EJBNPQ9IGRG3M1A2VJ,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:36:51 PST 2016,Fri Feb 26 12:37:08 PST 2016,Sat Feb 27 12:37:08 PST 2016,Fri Feb 26 14:51:02 PST 2016,,,17,100% (85/85),100% (85/85),100% (85/85),Great_Wall_of_China-Abstract,"<font color=""blue"">Question</font>: What is the Great Wall of China made of?<br/><font color=""blue"">Sentence(s)</font>: The Great Wall of China is a series of fortifications made of stone, brick, tamped earth, wood, and other materials, generally built along an east-to-west line across the historical northern borders of China in part to protect the Chinese Empire or its prototypical states against intrusions by various nomadic groups or military incursions by various warlike peoples or forces.",What materials were used in the construction of the Great Wall of China?,,
3I01FDIL6M8CXID7824NMLEECQ62DW,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3MH9DQ757WCRGYUUJFK2M98LID5GUQ,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:32:20 PST 2016,Fri Feb 26 12:32:35 PST 2016,Sat Feb 27 12:32:35 PST 2016,Fri Feb 26 14:51:08 PST 2016,,,15,100% (85/85),100% (85/85),100% (85/85),Victoria_Falls-Tourism_in_recent_years,"<font color=""blue"">Question</font>: Where is the Devil's Pool located?<br/><font color=""blue"">Sentence(s)</font>: A famous feature is the naturally formed Devil's Pool, near the edge of the falls on Livingstone Island on the Zambian side.",How do I get to Devil's Pool?,,
3P6ENY9P79WXKJWBJ1850M0TTEWIHW,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3RYC5T2D73T5DJVCI4FKB7ZTC5NPRY,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:23:24 PST 2016,Fri Feb 26 12:24:27 PST 2016,Sat Feb 27 12:24:27 PST 2016,Fri Feb 26 14:51:49 PST 2016,,,63,100% (85/85),100% (85/85),100% (85/85),Yellowstone_National_Park-Flora,"<font color=""blue"">Question</font>: How many species of trees and other vascular plants are in Yellowstone National Park?<br/><font color=""blue"">Sentence(s)</font>: Over 1,700 species of trees and other vascular plants are native to the park.",What is the total number of Yellowstone National Park's trees and vascular plants?,,
36FQTHX3Z3R833B6Y6RMA5V6FJV3B2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3FTOP5WARFOLRE8FTERLUFCUUGHJ0T,A2AQ45RVN94MR9,Approved,Fri Feb 26 12:11:36 PST 2016,Fri Feb 26 12:12:05 PST 2016,Sat Feb 27 12:12:05 PST 2016,Fri Feb 26 14:51:02 PST 2016,,,29,100% (6/6),100% (6/6),100% (6/6),Yosemite_National_Park-U.S._National_Park_Service,"<font color=""blue"">Question</font>: when was the national park service formed?<br/><font color=""blue"">Sentence(s)</font>: The National Park Service was formed in 1916, and Yosemite was transferred to that agency's jurisdiction.",In which year was The National Park Service established?,,
39RRBHZ0AU1OXAG5OUDVFIUSX69VZW,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3WT783CTPBHZ3N5JH27ORSVIV04CBT,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:03:30 PST 2016,Fri Feb 26 12:03:51 PST 2016,Sat Feb 27 12:03:51 PST 2016,Fri Feb 26 14:51:04 PST 2016,,,21,100% (85/85),100% (85/85),100% (85/85),Grand_Canyon-Activities,"<font color=""blue"">Question</font>: How long is the Grand Canyon Ultra Marathon?<br/><font color=""blue"">Sentence(s)</font>: The Grand Canyon Ultra Marathon is a race over 24 hours.",How long does is take to complete the Grand Canyon Ultra Marathon?,,
3E9VAUV7BWE40W32HDKG5O7D624YA7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3LOTDFNYA7ZYU2N43VTLMCT62EGFWP,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:26:19 PST 2016,Fri Feb 26 12:26:54 PST 2016,Sat Feb 27 12:26:54 PST 2016,Fri Feb 26 14:51:07 PST 2016,,,35,100% (85/85),100% (85/85),100% (85/85),Mount_Rushmore-Ecology,"<font color=""blue"">Question</font>: What are the two streams in the Mount Rushmore Memorial?<br/><font color=""blue"">Sentence(s)</font>: Grizzly Bear Brook and Starling Basin Brook, the two streams in the memorial, support fish such as the longnose dace and the brook trout.",What are the names of Mount Rushmore Memorial's streams?,,
3T6SSHJUZFAXGE7VPJQQ0Y18TRBIIP,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3SBEHTYCWN3MTYKUJ4HUA6RETE3YIT,A2PFO43BJ4FR3B,Approved,Fri Feb 26 11:09:39 PST 2016,Fri Feb 26 11:10:25 PST 2016,Sat Feb 27 11:10:25 PST 2016,Fri Feb 26 14:51:51 PST 2016,,,46,100% (7/7),100% (7/7),100% (7/7),Statue_of_Liberty-Early_National_Park_Service_years_(1933–1982),"<font color=""blue"">Question</font>: When did the NPS gained jurisdiction over the rest of Bedloe's Island?<br/><font color=""blue"">Sentence(s)</font>: In 1937, the NPS gained jurisdiction over the rest of Bedloe's Island.",The NPS gained jurisdiction over the rest of Bedloe's Island in what year?,,
3GKAWYFRAPT8PPEDA0FZIYM7N0ZDPV,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,34MAJL3QP4NR5OOR9UM0QBLIFV734D,A1G0IIAX513SEU,Approved,Fri Feb 26 11:13:33 PST 2016,Fri Feb 26 11:14:03 PST 2016,Sat Feb 27 11:14:03 PST 2016,Fri Feb 26 14:51:07 PST 2016,,,30,100% (31/31),100% (31/31),100% (31/31),SeaWorld-SeaWorld_San_Diego,"<font color=""blue"">Question</font>: When did the first SeaWorld open?<br/><font color=""blue"">Sentence(s)</font>: Locations.SeaWorld San Diego.SeaWorld San Diego, the first SeaWorld park, opened on March 21, 1964.",What year did the first Sea World open?,,
371DNNCG442U0MBTA9D31G931CMT89,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,3II4UPYCOJ7WCLDM0GZP6N8Z20GDQ5,ALSMSDQNVZ6IZ,Approved,Fri Feb 26 11:43:31 PST 2016,Fri Feb 26 11:43:49 PST 2016,Sat Feb 27 11:43:49 PST 2016,Fri Feb 26 14:51:03 PST 2016,,,18,100% (20/20),100% (20/20),100% (20/20),Hersheypark-Regional_competition,"<font color=""blue"">Question</font>: Where is DelGrosso's Amusement Park located?<br/><font color=""blue"">Sentence(s)</font>: DelGrosso's Amusement Park, located in Tipton, Pennsylvania",Where is DelGrosso's Amusement Park?,,
3BAWBGQGYLZ5D0AZ5ZLCOY1TNDW7VG,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,326O153BMIY7FINHRP4PC6JLJXRDES,A1G0IIAX513SEU,Approved,Fri Feb 26 11:26:38 PST 2016,Fri Feb 26 11:27:15 PST 2016,Sat Feb 27 11:27:15 PST 2016,Fri Feb 26 14:51:05 PST 2016,,,37,100% (31/31),100% (31/31),100% (31/31),Six_Flags-Abstract,"<font color=""blue"">Question</font>: how many guests did Six Flags host in 2009?<br/><font color=""blue"">Sentence(s)</font>: In 2009, Six Flags properties hosted 23.9 million guests.The company was founded in Texas and took its name from its first property, Six Flags Over Texas.",What was the attendance at Six Flags during 2009?,,
31KPKEKW4ADCMBC9FJ9387XZC7BB0F,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,39U1BHVTDLRBM93HOVN8YJXAVUST33,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:31:09 PST 2016,Fri Feb 26 12:31:33 PST 2016,Sat Feb 27 12:31:33 PST 2016,Fri Feb 26 14:50:59 PST 2016,,,24,100% (85/85),100% (85/85),100% (85/85),Stonehenge-Setting_and_access,"<font color=""blue"">Question</font>: In what year were the stones at Stonehenge roped off?<br/><font color=""blue"">Sentence(s)</font>: When Stonehenge was first opened to the public it was possible to walk among and even climb on the stones, but the stones were roped off in 1977 as a result of serious erosion.",When did Stonehenge's stones get cordoned off?,,
3EGKVCRQFWS9J68UNRKC0ZRJOKPYB2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:32 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:32 PST 2016,,,373ERPL3YO835BOJZLO4GH0Q187RT4,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:01:12 PST 2016,Fri Feb 26 12:01:31 PST 2016,Sat Feb 27 12:01:31 PST 2016,Fri Feb 26 14:51:07 PST 2016,,,19,100% (85/85),100% (85/85),100% (85/85),Colosseum-Arena_and_hypogeum,"<font color=""blue"">Question</font>: What are the measurements of the Colosseum?<br/><font color=""blue"">Sentence(s)</font>: The arena itself was 83 meters by 48 meters (272 ft by 157 ft / 280 by 163 Roman feet).",How big is the Collosseum?,,
3K3G488TR28YLO0ZV7C5KROPFFN5Q6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3BC8WZX3V3WQPWBRVWJ9G2Z8DN9RRQ,A1G0IIAX513SEU,Approved,Fri Feb 26 11:55:46 PST 2016,Fri Feb 26 11:56:28 PST 2016,Sat Feb 27 11:56:28 PST 2016,Fri Feb 26 14:51:09 PST 2016,,,42,100% (31/31),100% (31/31),100% (31/31),Mona_Lisa-Title_and_subject,"<font color=""blue"">Question</font>: How is the title spelled in modern Italian?<br/><font color=""blue"">Sentence(s)</font>: The title of the painting, though traditionally spelled ""Mona"" (as used by Vasari), is also commonly spelled in modern Italian as ""Monna Lisa"", but this is rare in English.Vasari's account of the ""Mona Lisa"" comes from his biography of Leonardo published in 1550, 31 years after the artist's death, and which has long been the best known source of information on the provenance of the work and identity of the sitter.",In modern Italian how would you spell the title?,,
3P4ZBJFX2V3V7IPADSOKYSXOSAHFW2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3YW4XOSQKQLUCJ4R1WZZFM4FGON1UC,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:28:46 PST 2016,Fri Feb 26 12:29:05 PST 2016,Sat Feb 27 12:29:05 PST 2016,Fri Feb 26 14:51:49 PST 2016,,,19,100% (85/85),100% (85/85),100% (85/85),Vincent_van_Gogh-Flowering_Orchards,"<font color=""blue"">Question</font>: what else was the flowering orchards called?<br/><font color=""blue"">Sentence(s)</font>: The series of ""Flowering Orchards"", sometimes referred to as the ""Orchards in Blossom"" paintings, were among the first groups of work that Van Gogh completed after his arrival in Arles, Provence in February 1888.",Did the Flowering Orchards have any other names?,,
3FVBZG9CLJEMDOFVFBJZUI0X7KG0HK,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3WJ1OXY92AGS8AAEUCRNUVFTNRZA8R,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:08:29 PST 2016,Fri Feb 26 12:08:54 PST 2016,Sat Feb 27 12:08:54 PST 2016,Fri Feb 26 14:51:07 PST 2016,,,25,100% (85/85),100% (85/85),100% (85/85),Great_Sphinx_of_Giza-Modern_dissenting_hypotheses,"<font color=""blue"">Question</font>: According to Dobrev, whose image is the Sphinx based off of?<br/><font color=""blue"">Sentence(s)</font>: Dobrev suggests that Djedefre built the Sphinx in the image of his father Khufu, identifying him with the sun god Ra in order to restore respect for their dynasty.",Who did Dobrev say the Sphinx is designed to look like?,,
3VGET1QSZ0ZISPA4V9Q8A0K7UMY7WQ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3GM6G9ZBKNXC8VBRUDSNUI6GVL7TMH,ALSMSDQNVZ6IZ,Approved,Fri Feb 26 11:47:57 PST 2016,Fri Feb 26 11:48:41 PST 2016,Sat Feb 27 11:48:41 PST 2016,Fri Feb 26 14:51:53 PST 2016,,,44,100% (20/20),100% (20/20),100% (20/20),The_Starry_Night-Interpretations,"<font color=""blue"">Question</font>: Name a written source that is suggested to have inspired van Gogh in this work?<br/><font color=""blue"">Sentence(s)</font>: The ""literal"" includes both ""he painted what he saw"" and the ""hallucinatory genius"" arguments (as an individual's hallucinations are indistinguishable from real life) while the ""literary"" suggest that inspiration blossomed from some written source; most often cited for van Gogh's ""Starry Night"" are The Bible, Walt Whitman and Victor Hugo.Legendary 20th century art historian Albert Boime is generally credited with the best ""literal"" theory by proving, in conjunction with three Astronomer colleagues at UCLA the position of the stars from van Gogh's window in the asylum at Saint-Rémy-de-Provence at 4 a.m. on June 19, 1889, the day van Gogh wrote his brother that he had completed the painting.",Which literary source may have inspired Van Gogh?,,
3MYASTQBG7BTP1FSADUOI3CHSWLDQM,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3P59JYT76LKM1R7YKV93F9SIPGP2TY,A1WD0DK58AKBVE,Approved,Fri Feb 26 11:26:27 PST 2016,Fri Feb 26 11:27:51 PST 2016,Sat Feb 27 11:27:51 PST 2016,Fri Feb 26 14:51:48 PST 2016,,,84,100% (9/9),100% (9/9),100% (9/9),The_Scream-Thefts,"<font color=""blue"">Question</font>: Who left a note stating ""Thanks for the poor security""?<br/><font color=""blue"">Sentence(s)</font>: On 12 February 1994, the same day as the opening of the 1994 Winter Olympics in Lillehammer, two men broke into the National Gallery, Oslo, and stole its version of ""The Scream"", leaving a note reading ""Thanks for the poor security"".","Whose note were ""Thanks for the poor security""?",,
3VMHWJRYHVGAWIU0NXK60BBV1CNFXV,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3I02618YA06XTBNTMYAPGIMDJ4RPU2,A9SMAR17SVCAF,Approved,Fri Feb 26 12:24:26 PST 2016,Fri Feb 26 12:26:19 PST 2016,Sat Feb 27 12:26:19 PST 2016,Fri Feb 26 14:51:54 PST 2016,,,113,100% (6/6),100% (6/6),100% (6/6),Last_Supper-Artistic_depictions,"<font color=""blue"">Question</font>: what religion is the last supper associated with?<br/><font color=""blue"">Sentence(s)</font>: The Last Supper has been a popular subject in Christian art.",The Last Supper has its basis in what religion?,,
3NQUW096N686VEMY6SHQFLUXR5IL9N,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3GNA64GUZE4188YTLAH68BK7PJJQ5B,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:12:16 PST 2016,Fri Feb 26 12:12:31 PST 2016,Sat Feb 27 12:12:31 PST 2016,Fri Feb 26 14:51:49 PST 2016,,,15,100% (85/85),100% (85/85),100% (85/85),Dora_Maar_au_Chat-Descriptions_of_painting,"<font color=""blue"">Question</font>: When were Picassos best works made?<br/><font color=""blue"">Sentence(s)</font>: Among the best of them are the oils completed during the late 1930s and early 1940s, when Picasso’s art resonated with the drama and emotional upheaval of the era and which Dora came to personify.",When did Picasso make his best paintings?,,
31YWE12TE0CXHPFU5EMUCJYE3O47XJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3IXEICO792JAJSQZ7XL65M9U5LU6TM,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:21:06 PST 2016,Fri Feb 26 12:21:21 PST 2016,Sat Feb 27 12:21:21 PST 2016,Fri Feb 26 14:50:59 PST 2016,,,15,100% (85/85),100% (85/85),100% (85/85),Pablo_Picasso-Style_and_technique,"<font color=""blue"">Question</font>: how many artworks has he made<br/><font color=""blue"">Sentence(s)</font>: The total number of artworks he produced has been estimated at 50,000, comprising 1,885 paintings; 1,228 sculptures; 2,880 ceramics, roughly 12,000 drawings, many thousands of prints, and numerous tapestries and rugs.",How many works of art were created by him?,,
3Y3CZJSZ9KTYXPFZ8M15PHYUB1P5R7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3OWEPKL089CVSFZKTB4M213YBEP7NI,A1WD0DK58AKBVE,Approved,Fri Feb 26 11:20:56 PST 2016,Fri Feb 26 11:21:24 PST 2016,Sat Feb 27 11:21:24 PST 2016,Fri Feb 26 14:51:55 PST 2016,,,28,100% (9/9),100% (9/9),100% (9/9),"Michelangelo-Florence,_1499-1505","<font color=""blue"">Question</font>: When did Michelangelo return to Florence?<br/><font color=""blue"">Sentence(s)</font>: Michelangelo returned to Florence in 1499.",During which year doed Michelangelo return to Florence?,,
3UQ1LLR26A8K0XW3YYVQBG5HXN0LA2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3VJ40NV2QIN08YW37T70MMVLQLOOTT,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:16:12 PST 2016,Fri Feb 26 12:16:27 PST 2016,Sat Feb 27 12:16:27 PST 2016,Fri Feb 26 14:51:52 PST 2016,,,15,100% (85/85),100% (85/85),100% (85/85),Leonardo_da_Vinci-Paintings_of_the_1500s,"<font color=""blue"">Question</font>: In what century was the Mona Lisa created?<br/><font color=""blue"">Sentence(s)</font>: Among the works created by Leonardo in the 16th century is the small portrait known as the ""Mona Lisa"" or ""la Gioconda"", the laughing one.",When was Mona Lisa painted?,,
306996CF6WKCT0XRB2D3MCG9HZHB1I,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3TEM0PF1Q5X8OS8NJI5ARHHHPWKD09,A2AQ45RVN94MR9,Approved,Fri Feb 26 12:07:45 PST 2016,Fri Feb 26 12:10:07 PST 2016,Sat Feb 27 12:10:07 PST 2016,Fri Feb 26 14:50:58 PST 2016,,,142,100% (6/6),100% (6/6),100% (6/6),Donatello-Major_commissions_in_Florence,"<font color=""blue"">Question</font>: Who commissioned David from Donatello?<br/><font color=""blue"">Sentence(s)</font>: Around 1430, Cosimo de' Medici, the foremost art patron of his era, commissioned from Donatello the bronze David (now in the Bargello) for the court of his Palazzo Medici.",Who commissioned Donatello to create the bronze statue David for the court of the Palazzo Medici?,,
3T8DUCXY0N6UERU3F1JH1C4ELI4T9Y,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,39GAF6DQWR0UPYTR6M94B86YUVW1V1,A3DGA7BHDLXJND,Approved,Fri Feb 26 12:29:06 PST 2016,Fri Feb 26 12:29:38 PST 2016,Sat Feb 27 12:29:38 PST 2016,Fri Feb 26 14:51:51 PST 2016,,,32,100% (85/85),100% (85/85),100% (85/85),Henry_Moore-Beginnings_as_a_sculptor,"<font color=""blue"">Question</font>: In what year did Moore win a scholarship to study at the Royal College of Art in London?<br/><font color=""blue"">Sentence(s)</font>: In 1921, Moore won a scholarship to study at the Royal College of Art in London, along with Hepworth and other Yorkshire contemporaries.",When did the Royal College of Art in London grant Moore a scholarship?,,
3NCN4N1H1GHF774GGPB1JJTCK0LNB1,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Fri Feb 26 10:58:33 PST 2016,1,BatchId:2286081;,180,86400,Fri Mar 04 10:58:33 PST 2016,,,3R08VXYT7CVLF98YLCV9YKGP4QT7W9,A1WD0DK58AKBVE,Approved,Fri Feb 26 11:23:31 PST 2016,Fri Feb 26 11:24:32 PST 2016,Sat Feb 27 11:24:32 PST 2016,Fri Feb 26 14:51:48 PST 2016,,,61,100% (9/9),100% (9/9),100% (9/9),Andy_Warhol-Collections,"<font color=""blue"">Question</font>: What year did a girl snatch Warhol's wig off?<br/><font color=""blue"">Sentence(s)</font>: In 1985 a girl snatched Warhol's wig off his head.",When does a girl snatched Warhol's wig off his head?,,
