HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
3VCK0Q0PO5EENK16I9ECZ2XTUR7N0P,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3IGI0VL647K2DLRJAXLODNPT20LON6,AZE084MMZVEYT,Submitted,Mon Mar 07 10:03:09 PST 2016,Mon Mar 07 10:03:18 PST 2016,Tue Mar 08 10:03:18 PST 2016,,,,9,0% (0/0),0% (0/0),0% (0/0),Some_Nights-Composition,"<font color=""blue"">Question</font>: What 70's band has Some Nights been compared to?<br/><font color=""blue"">Sentence(s)</font>: The album and the band's music has received several comparisons to Queen.",What band is comparable to Some Nights?,,
3FJ2RVH25Z60US0QWMZL0PVOM0A92W,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3RU7GD8VPOTHEYVPXTFP1H4PZ4OSP2,AYQJO08F8EAB9,Submitted,Mon Mar 07 09:59:58 PST 2016,Mon Mar 07 10:01:00 PST 2016,Tue Mar 08 10:01:00 PST 2016,,,,62,0% (0/0),0% (0/0),0% (0/0),Photoelectric_effect-Cross_section,"<font color=""blue"">Question</font>: How many theoretical interaction between photons and atoms are there?<br/><font color=""blue"">Sentence(s)</font>: The photoelectric effect is one interaction mechanism between photons and atoms.</br>It is one of 12 theoretically possible interactions.At the high photon energies comparable to the electron rest energy of , Compton scattering, another process, may take place.",How many interactions between photons and atoms are theoretically possible?,,
391FPZIE4CM2TARBDIXJJPO4O43HUE,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3PJUZCGDJ6GE3R0926DNY049I6098P,AR22D9E55HQBF,Submitted,Mon Mar 07 10:02:48 PST 2016,Mon Mar 07 10:03:45 PST 2016,Tue Mar 08 10:03:45 PST 2016,,,,57,0% (0/0),0% (0/0),0% (0/0),Electrochemistry-Neutral_medium,"<font color=""blue"">Question</font>: In Electrochemistry, what procedure is used on a Neutral medium?<br/><font color=""blue"">Sentence(s)</font>: The same procedure as used on acid medium is applied, for example on balancing using electron ion method to complete combustion of propane.","In electrochemistry, what is the procedure used on a Neutral medium?",,
3UOMW19E6D6URNQGQPBA0MZ8CV55CB,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,384PI804XS1EQHR5G80ZMG3HRWF0S6,A2TJL8RPX552CB,Submitted,Mon Mar 07 10:17:17 PST 2016,Mon Mar 07 10:17:59 PST 2016,Tue Mar 08 10:17:59 PST 2016,,,,42,100% (13/13),100% (13/13),100% (12/12),Wide_Awake_(Katy_Perry_song)-Background,"<font color=""blue"">Question</font>: When did filming of the music video 'Wide awake' begin?<br/><font color=""blue"">Sentence(s)</font>: Filming of the official 3D music video for ""Wide Awake"" began on April 30, 2012 and ended on May 2, 2012.","When did the shooting of the music video ""Wide Awake"" start?",,
3UYRNV2KITZW5969DDRRSH3BDPKN8D,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3AAPLD8UCCHQGHAG3GCA2DYKFWSHTB,A3K6BSW10S4YKJ,Submitted,Mon Mar 07 10:00:03 PST 2016,Mon Mar 07 10:01:19 PST 2016,Tue Mar 08 10:01:19 PST 2016,,,,76,100% (1/1),100% (1/1),100% (1/1),Scuba_diving-Scuba_diver_training_and_certification,"<font color=""blue"">Question</font>: Is there a regulatory agency for scuba diving?<br/><font color=""blue"">Sentence(s)</font>: Recreational scuba diving does not have a centralized certifying or regulatory agency, and is mostly self regulated.",Does the scuba diving have have a regulatory agency?,,
3VADEH0UHCXEREXV7QAODX87PYSSPE,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3DOCMVPBTNEKV0R79ILBYYPOCQFNNP,AR22D9E55HQBF,Submitted,Mon Mar 07 10:01:51 PST 2016,Mon Mar 07 10:02:45 PST 2016,Tue Mar 08 10:02:45 PST 2016,,,,54,0% (0/0),0% (0/0),0% (0/0),Wide_Awake_(Katy_Perry_song)-Lyric_video,"<font color=""blue"">Question</font>: When was the lyric video released?<br/><font color=""blue"">Sentence(s)</font>: A lyric video of the track was released on May 20, 2012, when Perry was set to premiere the song at the 2012 Billboard Music Awards.",On what date was the lyric video released?,,
32L724R85LKPX0UZ2EGA9V2KG0PPII,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,39ZSFO5CA8W170KVRL55JM01B23JU9,A1RDMWOI0NA84W,Submitted,Mon Mar 07 09:55:07 PST 2016,Mon Mar 07 09:56:03 PST 2016,Tue Mar 08 09:56:03 PST 2016,,,,56,0% (0/0),0% (0/0),0% (0/0),Electrochemistry-Coating,"<font color=""blue"">Question</font>: Can metal on metal deposition be used to prevent corrosion?<br/><font color=""blue"">Sentence(s)</font>: Metals can be coated with paint or other less conductive metals (""passivation"").</br>Scratches exposing the metal substrate will result in corrosion.",Is metal on metal deposition a reasonable way to prevent corrosion?,,
341YLJU21IZT5TTT0G5YDIUR5QYI2P,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3SLE99ER0NDCBGGT9GRW2QW35FBBZ7,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:13:38 PST 2016,Mon Mar 07 10:14:08 PST 2016,Tue Mar 08 10:14:08 PST 2016,,,,30,100% (407/407),100% (407/407),100% (381/381),One_More_Night_(Maroon_5_song)-Synopsis,"<font color=""blue"">Question</font>: How does the video for ""One More Night"" begin?<br/><font color=""blue"">Sentence(s)</font>: The video for ""One More Night"" opens with two goldfish swimming around in a spheric bowl before segueing into a sequence where the seemingly idyllic home life Levine enjoys with video girlfriend Minka Kelly and their baby daughter is set against scenes of his hands being wrapped and of him training in a boxing ring.",What is the opening scne in the One More Night video?,,
3MJ9GGZYO36EZBAVOSDLWK68SITA2D,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3BC8WZX3V3WQPWBRVWJ9G2Z8EKVRR7,A2F1JTU06CO6VD,Submitted,Mon Mar 07 10:14:30 PST 2016,Mon Mar 07 10:15:08 PST 2016,Tue Mar 08 10:15:08 PST 2016,,,,38,0% (0/0),0% (0/0),0% (0/0),Atomic_number-The_periodic_table_and_a_natural_number_for_each_element,"<font color=""blue"">Question</font>: What did Mendeleev claim about the first periodic table?<br/><font color=""blue"">Sentence(s)</font>: History.The periodic table and a natural number for each element.Loosely speaking, the existence or construction of a periodic table of elements creates an ordering of the elements, and so they can be numbered in order.Dmitri Mendeleev claimed that he arranged his first periodic tables in order of atomic weight (""Atomgewicht"").",What were Mendeleev's assertations concerning the first periodic table?,,
3N3WJQXELSQVVU1ZLJ2B5YMJMUS2LN,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,320DUZ38G7MI2IJ07GGOF7ZA2UOJG9,AZE084MMZVEYT,Submitted,Mon Mar 07 09:54:15 PST 2016,Mon Mar 07 09:54:38 PST 2016,Tue Mar 08 09:54:38 PST 2016,,,,23,0% (0/0),0% (0/0),0% (0/0),One_More_Night_(Maroon_5_song)-Reception,"<font color=""blue"">Question</font>: What did Alexandra Carpototo of ""Pop Crush"" think of the Maroon 5 music video for ""One More Night""?<br/><font color=""blue"">Sentence(s)</font>: Alexandra Carpototo of ""Pop Crush"" commented: ""We couldn’t even fathom leaving him; and him playing a father just makes us want him even more.</br>There’s just something so hot about a bruised Adam Levine (both physically and emotionally).""",What did Alexandra Carpototo think of Maroon 5's music video?,,
3R16PJFTS3RUE2Y44X9YJD62H8IK4X,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,33NF62TLXJ2N44FJX713DZR39B5JKC,A4T1X0PO5N1G9,Submitted,Mon Mar 07 09:54:24 PST 2016,Mon Mar 07 09:54:56 PST 2016,Tue Mar 08 09:54:56 PST 2016,,,,32,100% (407/407),100% (407/407),100% (381/381),Atomic_number-The_proton_and_the_idea_of_nuclear_electrons,"<font color=""blue"">Question</font>: What charge do alpha particle have?<br/><font color=""blue"">Sentence(s)</font>: However, as early as 1907 Rutherford and Thomas Royds had shown that alpha particles, which had a charge of +2, were the nuclei of helium atoms, which had a mass four times that of hydrogen, not two times.",What is the charge of alpha particles?,,
39KMGHJ4RZAB2O9ZH3CEOQ1GMYX00S,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3GNCZX450INDE29VGTTYGHAJDYJPA5,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:15:18 PST 2016,Mon Mar 07 10:15:29 PST 2016,Tue Mar 08 10:15:29 PST 2016,,,,11,100% (259/259),100% (259/259),100% (259/259),Drive_By_(song)-Critical_reception,"<font color=""blue"">Question</font>: Who is the front man of the band Train?<br/><font color=""blue"">Sentence(s)</font>: Frontman Pat Monahan semi-speaks the in tuneful, rap-like cadence, then turns to smooth pop singing for the choruses.",Who fronts the band Train?,,
3ABAOCJ4R84WTVL5N6TR1TZB25VMQM,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,36DSNE9QZ5Y6UV0YVZTWKG8CTGFJOW,A1RDMWOI0NA84W,Submitted,Mon Mar 07 09:54:38 PST 2016,Mon Mar 07 09:55:06 PST 2016,Tue Mar 08 09:55:06 PST 2016,,,,28,0% (0/0),0% (0/0),0% (0/0),Gravitational_wave-Sources_of_gravitational_waves,"<font color=""blue"">Question</font>: What are gravitational waves?<br/><font color=""blue"">Sentence(s)</font>: In general terms, gravitational waves are radiated by objects whose motion involves acceleration, provided that the motion is not perfectly spherically symmetric (like an expanding or contracting sphere) or cylindrically symmetric (like a spinning disk or sphere).",How can gravitational waves be described?,,
3OLZC0DJ8JF22KRVOQP9FNR22ORVIA,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3H0W84IWBK21GS6M9QZ9HV0PZV6ERI,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:20:12 PST 2016,Mon Mar 07 10:22:15 PST 2016,Tue Mar 08 10:22:15 PST 2016,,,,123,100% (259/259),100% (259/259),100% (259/259),Snorkeling-Abstract,"<font color=""blue"">Question</font>: What is the practice of swimming on or through a body of water while equipped with a diving mask, a shaped tube called a snorkel, and usually fins?<br/><font color=""blue"">Sentence(s)</font>: Snorkeling (British and Commonwealth English spelling: snorkelling) is the practice of swimming on or through a body of water while equipped with a diving mask, a shaped tube called a snorkel, and usually fins.","What is it called when a person uses a diving mask, snorkel and fins, to swim through a body of water?",,
3X878VYTIEIGH3O95KG86CY70ES7F3,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3XXU1SWE8MVAQL5BZ8E81G9B5Q7A0J,A36HM2UTA342IH,Submitted,Mon Mar 07 10:15:57 PST 2016,Mon Mar 07 10:16:14 PST 2016,Tue Mar 08 10:16:14 PST 2016,,,,17,0% (0/0),0% (0/0),0% (0/0),Drive_By_(song)-Credits_and_personnel,"<font color=""blue"">Question</font>: Who served as engineers during the recording of Drive By?<br/><font color=""blue"">Sentence(s)</font>:  Espen Lind – songwriter, producer, engineer, additional guitars, bass, keyboards and backing vocals, programming</br> Francis Murray – engineer</br> Jake Sinclair – engineer","In Drive By, who served as engineers?",,
3KLL7H3EGD126PGBI87OFBQN2BCHV3,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3JMSRU9HQIUT9ZN3IA4JISPSK1JEVB,A3GJD82FFEJX82,Submitted,Mon Mar 07 10:20:50 PST 2016,Mon Mar 07 10:21:15 PST 2016,Tue Mar 08 10:21:15 PST 2016,,,,25,0% (0/0),0% (0/0),0% (0/0),Gravitational_wave-Astrophysics_and_gravitational_waves,"<font color=""blue"">Question</font>: How were observations originally made?<br/><font color=""blue"">Sentence(s)</font>: Astronomical observations were originally made using visible light.",Which techniques were use to originally make these observations?,,
3DIIW4IV8PV3878G4UOM6XRPP4UI4L,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,340UGXU9DY1AYVKP8AJOMABV6PDUV8,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:20:14 PST 2016,Mon Mar 07 10:20:33 PST 2016,Tue Mar 08 10:20:33 PST 2016,,,,19,100% (407/407),100% (407/407),100% (381/381),Snorkeling-Flooding_and_clearing,"<font color=""blue"">Question</font>: What is the most common type of snorkel like?<br/><font color=""blue"">Sentence(s)</font>: The most common type of snorkel is a simple tube that is allowed to flood when underwater.",What does the snorkel typically look like?,,
3KLL7H3EGD126PGBI87OFBQN2BCVHH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3B1NLC6UGZWEOTMY2TL8C3LMBTVPGG,A3OKWRLKLYVH4F,Submitted,Mon Mar 07 10:08:54 PST 2016,Mon Mar 07 10:10:03 PST 2016,Tue Mar 08 10:10:03 PST 2016,,,,69,0% (0/0),0% (0/0),0% (0/0),The_Motto-Remixes_and_freestyles,"<font color=""blue"">Question</font>: How many remixes of the motto are there?<br/><font color=""blue"">Sentence(s)</font>: Tom Reid Mix Freestyle</br>Big Bizzy Barney Beats</br> Drake, featuring Lil Wayne & Tyga (Official remix)</br> YG, Nipsey Hussle and Snoop Dogg</br> Nelly (Released through the Mixtape O.E.MO)</br> Jeremih</br> Mario</br> Young Jeezy and Freddie Gibbs</br> Wale and Meek Mill</br> Wiz Khalifa, Juicy J, Berner</br> Nekfeu, Alpha Wann, Sneazzy West (1995) (France)",What is the number of times motto has been remixed?,,
3I01FDIL6M8CXID7824NMLEEDLQD2I,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3KJYX6QCM9B1KF9VWBFAF82KP9CVJA,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:03:08 PST 2016,Mon Mar 07 10:03:33 PST 2016,Tue Mar 08 10:03:33 PST 2016,,,,25,100% (407/407),100% (407/407),100% (381/381),The_Motto-Chart_performance,"<font color=""blue"">Question</font>: What was the first week sales of The Motto?<br/><font color=""blue"">Sentence(s)</font>: The song debuted at #18 on the U.S. ""Billboard"" Hot 100 chart with first-week sales of 124,000.",How many were sold in the first week for The Motto?,,
34R3P23QHS1FLEGG8ICK1D919KEHWD,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3ZV9H2YQQD73EQ7BJ0SJL3490LUW3B,A3OIUL8DSG7XW4,Submitted,Mon Mar 07 10:19:17 PST 2016,Mon Mar 07 10:20:09 PST 2016,Tue Mar 08 10:20:09 PST 2016,,,,52,0% (0/0),0% (0/0),0% (0/0),Chemical_reaction-History,"<font color=""blue"">Question</font>: Which group first actively experimented with chemicals by applying theory and not just experimental observations?<br/><font color=""blue"">Sentence(s)</font>: In the Middle Ages, chemical transformations were studied by Alchemists.</br>They attempted, in particular, to convert lead into gold, for which purpose they used reactions of lead and lead-copper alloys with sulfur.The production of chemical substances that do not normally occur in nature has long been tried, such as the synthesis of sulfuric and nitric acids attributed to the controversial alchemist Jābir ibn Hayyān.",Who first applied chemical theory?,,
3T2EL38U0MK7N7K91DV0CAF999FXQH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3HOSI13XHZO2NC9HVUT56O10KICDDG,A1RDMWOI0NA84W,Submitted,Mon Mar 07 09:58:43 PST 2016,Mon Mar 07 09:59:14 PST 2016,Tue Mar 08 09:59:14 PST 2016,,,,31,0% (0/0),0% (0/0),0% (0/0),Where_Have_You_Been-Critical_reception,"<font color=""blue"">Question</font>: Who wrote the song?<br/><font color=""blue"">Sentence(s)</font>: Andy Kellman for Allmusic wrote that ""Where Have You Been"", along with the album's lead single ""We Found Love"", serve as ""Talk That Talk""s ""place-holding"" dance tracks.",Who is the artist of the song?,,
3OZ4VAIBEXFYXVB168A9RO62F3GVJM,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,39GAF6DQWR0UPYTR6M94B86YVSEV18,A3OKWRLKLYVH4F,Submitted,Mon Mar 07 10:15:54 PST 2016,Mon Mar 07 10:16:29 PST 2016,Tue Mar 08 10:16:29 PST 2016,,,,35,0% (0/0),0% (0/0),0% (0/0),Cricket-Results,"<font color=""blue"">Question</font>: What happens if the time allotted expires before either side can win?<br/><font color=""blue"">Sentence(s)</font>: In the traditional form of the game, if the time allotted for the match expires before either side can win, then the game is declared a draw.If the match has only a single innings per side, then a maximum number of deliveries for each innings is often imposed.",What is the result if no side wins when the time runs out?,,
3BCRDCM0ODU8TP2INL2DGBQGDZOK6I,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3IFS6Q0HJIJPXC8LKYP5SK3DDQWISJ,A36HM2UTA342IH,Submitted,Mon Mar 07 10:22:35 PST 2016,Mon Mar 07 10:23:44 PST 2016,Tue Mar 08 10:23:44 PST 2016,,,,69,0% (0/0),0% (0/0),0% (0/0),Chemical_reaction-Precipitation,"<font color=""blue"">Question</font>: What  is the formation of a solid in a solution or inside another solid during a chemical reaction?<br/><font color=""blue"">Sentence(s)</font>: Precipitation is the formation of a solid in a solution or inside another solid during a chemical reaction.",What is the chemical reaction of the formation of a solid in a solution?,,
3J6BHNX0U9SG0A8AM2OUIMC28PEKNT,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3R2UR8A0IAG7PF5NC38XBPGR4EUXOY,A3G6GV3CKK9QE1,Submitted,Mon Mar 07 09:58:32 PST 2016,Mon Mar 07 09:59:31 PST 2016,Tue Mar 08 09:59:31 PST 2016,,,,59,0% (0/0),0% (0/0),0% (0/0),Where_Have_You_Been-Live_performances,"<font color=""blue"">Question</font>: At what charity event did Rihanna perform Where Have You Been in 2012?<br/><font color=""blue"">Sentence(s)</font>: She also performed the song at the 2012 Robin Hood Benefit in New York.","Rihanna performed ""Where have you been"" at what charity event?",,
35A1YQPVFEGL4QCGIZ7WBPX3P0PI5Q,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:26 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:26 PDT 2016,,,3FE2ERCCZX82G63WQCYGHCUO2FMPO3,A1RDMWOI0NA84W,Submitted,Mon Mar 07 10:10:33 PST 2016,Mon Mar 07 10:11:04 PST 2016,Tue Mar 08 10:11:04 PST 2016,,,,31,0% (0/0),0% (0/0),0% (0/0),Cricket-Types_of_matches,"<font color=""blue"">Question</font>: What is a ""declaration match"" in the game of Cricket?<br/><font color=""blue"">Sentence(s)</font>: There is also a short interval between innings.Amateur cricketers rarely play matches that last longer than a single day; these may loosely be divided into declaration matches, in which a specified maximum time or number of overs is assigned to the game in total and the teams swap roles only when the batting team is either completely dismissed or declares; and limited overs matches, in which a specified maximum number of overs is assigned for each team's innings individually.","What is the purpose of a ""declaration match"" in the game of Cricket?",,
379OL9DBSSEQVDTXP76G9TWT1F6Y93,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:25 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:25 PDT 2016,,,3UJ1CZ6IZHPDLOD6DE6B3BZ884QS5J,AZE084MMZVEYT,Submitted,Mon Mar 07 10:19:51 PST 2016,Mon Mar 07 10:19:59 PST 2016,Tue Mar 08 10:19:59 PST 2016,,,,8,0% (0/0),0% (0/0),0% (0/0),Take_Care_(album)-Lyrics,"<font color=""blue"">Question</font>: What songs address past or potential lovers?<br/><font color=""blue"">Sentence(s)</font>: The topic of women is prevalent on the album, with songs that address past and potential lovers (""Marvins Room"", ""The Real Her"") and songs about revering (""Make Me Proud"") and lavishing them (""We'll Be Fine"").",What songs are about lovers?,,
31ODACBENUFZRQYA73PDD2YHUUESQ5,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:26 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:26 PDT 2016,,,3G2UL9A02DENLUTSUUI50QHCHLN67P,A3OIUL8DSG7XW4,Submitted,Mon Mar 07 10:11:57 PST 2016,Mon Mar 07 10:12:43 PST 2016,Tue Mar 08 10:12:43 PST 2016,,,,46,0% (0/0),0% (0/0),0% (0/0),Lacrosse-Box_lacrosse,"<font color=""blue"">Question</font>: What is box lacrosse?<br/><font color=""blue"">Sentence(s)</font>: Box lacrosse is played by teams of six on a hockey rink where the ice has been removed or covered by artificial turf, or in an indoor soccer or lacrosse field.",explain box lacrosse,,
3FO95NVK5C0Z3RDAKIEDIS8MQGGSR6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:26 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:26 PDT 2016,,,3WLEIWSYHOHWWIG3K1SE1QPUFJHH2L,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:12:09 PST 2016,Mon Mar 07 10:12:32 PST 2016,Tue Mar 08 10:12:32 PST 2016,,,,23,100% (407/407),100% (407/407),100% (381/381),Lacrosse-European_Lacrosse_Foundation,"<font color=""blue"">Question</font>: Where were the ELF Championships held in 2012?<br/><font color=""blue"">Sentence(s)</font>: The most recent ELF Championships were held in Amsterdam in 2012.",Where was the ELF Championship held in 2012?,,
32ZCLEW0BZKLSBE5KW1ALWHKTFEPJU,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:16 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:16 PDT 2016,,,3UWN2HHPUY5HBDJCHE2XXSZUZPQSN9,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:21:04 PST 2016,Mon Mar 07 10:21:21 PST 2016,Tue Mar 08 10:21:21 PST 2016,,,,17,100% (407/407),100% (407/407),100% (381/381),Biochemistry-Proteins,"<font color=""blue"">Question</font>: What are proteins?<br/><font color=""blue"">Sentence(s)</font>: Proteins are very large molecules – macro-biopolymers – made from monomers called ""amino acids"".",What are proteins made of?,,
