HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3J9UN9O9J3SI4UAL3BMK6VGCLZK0J0,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:35 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:35 PST 2016,,,3OVHNO1VE615QDEDNCI2XGK37GNDZB,A7BW5SCFKBUCE,Submitted,Tue Mar 01 12:35:04 PST 2016,Tue Mar 01 12:47:34 PST 2016,Wed Mar 02 12:47:34 PST 2016,,,,750,0% (0/0),0% (0/0),0% (0/0),France-Cinema,4,"Category: Country<br/>Title: France<br/>Section: Cinema<br/><br/>1. France has historical and strong links with cinema, with two Frenchmen, Auguste and Louis Lumière (known as the Lumière Brothers) having created cinema in 1895.<br/>2. France remains a leader in filmmaking, as of 2006 producing more films than any other European country.<br/>3. The nation also hosts the Cannes Festival, one of the most important and famous film festivals in the world.Although the French film market is dominated by Hollywood, France is the only nation in the world where American films make up the smallest share of total film revenues, at 50%, compared with 77% in Germany and 69% in Japan.<br/>4. <strike>French films account for 35% of the total film revenues of France, which is the highest percentage of national film revenues in the developed world outside the United States, compared to 14% in Spain and 8% in the UK.Until recently, France had for centuries been the cultural center of the world, although its dominant position has been surpassed by the United States.</strike><br/>5. Subsequently, France takes steps in protecting and promoting its culture, becoming a leading advocate of the cultural exception.<br/>6. The nation succeeded in convincing all EU members to refuse to include culture and audiovisuals in the list of liberalized sectors of the WTO in 1993.Moreover, this decision was confirmed in a voting in the UNESCO in 2005, and the principle of ""cultural exception"" won an overwhelming victory: 198 countries voted for it, only 2 countries, the U.S and Israel, voted against it.<br/>",2,Who is the leader in filmmaking in Europe?,,
3VMV5CHJZ8F9T1HBT7PRTTQ1QI0GTO,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3WJEQKOXA82AXAQTVRI8FLSL9YC1A7,AXFXBHAKK5QG7,Submitted,Tue Mar 01 12:29:38 PST 2016,Tue Mar 01 12:29:57 PST 2016,Wed Mar 02 12:29:57 PST 2016,,,,19,0% (0/0),0% (0/0),0% (0/0),South_Korea-Environment,1,"Category: Country<br/>Title: South Korea<br/>Section: Environment<br/><br/>1. <strike>During the first 20 years of South Korea's growth surge, little effort was made to preserve the environment.</strike><br/>2. Unchecked industrialization and urban development have resulted in deforestation and the ongoing destruction of wetlands such as the Songdo Tidal Flat.<br/>3. However, there have been recent efforts to balance these problems, including a government run five-year green growth project that aims to boost energy efficiency and green technology.The green-based economic strategy is a comprehensive overhaul of South Korea's economy, utilizing nearly two percent of the national GDP.<br/>4. The greening initiative includes such efforts as a nationwide bike network, solar and wind energy, lowering oil dependent vehicles, backing daylight savings and extensive usage of environmentally friendly technologies such as LEDs in electronics and lighting.<br/>5. The country – already the world's most wired – plans to build a nationwide next-generation network which will be 10 times faster than broadband facilities in order to reduce energy usage.The renewable portfolio standard program with renewable energy certificates runs from 2012 to 2022.<br/>6. Quota systems favor large, vertically integrated generators and multinational electric utilities, if only because certificates are generally denominated in units of one megawatt-hour.<br/>7. They are also more difficult to design and implement than an a Feed-in tariff.Lauber, V. (2004).<br/>8. ""REFIT and RPS: Options for a harmonized Community framework,"" Energy Policy, Vol.<br/>9. 32, Issue 12, pp.1405–1414.Lauber, V. (2008).<br/>10. ""Certificate Trading – Part of the Solution or Part of the Problem?<br/>11. ""Ljubljana Conference on the Future of GHG Emissions Trading in the EU, March 2008.<br/>12. Salzburg, Austria: University of Salzburg.<br/>13. Retrieved 16 March 2009 at: www.uni-salzburg.at/politikwissenschaft/lauber</ref> Around 350 residential micro combined heat and power units where installed in 2012.Seoul's tap water recently became safe to drink, with city officials branding it ""Arisu"" in a bid to convince the public.<br/>14. Efforts have also been made with afforestation projects.<br/>15. Another multi-billion dollar project was the restoration of Cheonggyecheon, a stream running through downtown Seoul that had earlier been paved over by a motorway.One major challenge is air quality, with acid rain, sulfur oxides, and annual yellow dust storms being particular problems.<br/>16. It is acknowledged that many of these difficulties are a result of South Korea's proximity to China, which is a major air polluter.South Korea is a member of the Antarctic-Environmental Protocol, Antarctic Treaty, Biodiversity Treaty, Kyoto Protocol (forming the Environmental Integrity Group (EIG), regarding UNFCCC, with Mexico and Switzerland), Desertification, Endangered Species, Environmental Modification, Hazardous Wastes, Law of the Sea, Marine Dumping, Comprehensive Nuclear-Test-Ban Treaty (not into force), Ozone Layer Protection, Ship Pollution, Tropical Timber 83, Tropical Timber 94, Wetlands, and Whaling.<br/>",5,How much faster then broadband will the next-gen network be?,,
3L2OEKSTW9AQH8ANKF029X1IH158YP,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3KRVW3HTZNLBTVYC5DNXKDAUTFDSM1,A7BW5SCFKBUCE,Submitted,Tue Mar 01 12:24:35 PST 2016,Tue Mar 01 12:34:55 PST 2016,Wed Mar 02 12:34:55 PST 2016,,,,620,0% (0/0),0% (0/0),0% (0/0),Japan-Infrastructure,11,"Category: Country<br/>Title: Japan<br/>Section: Infrastructure<br/><br/>1. , 46.1 percent of energy in Japan was produced from petroleum, 21.3 percent from coal, 21.4 percent from natural gas, 4.0 percent from nuclear power, and 3.3 percent from hydropower.<br/>2. Nuclear power produced 9.2 percent of Japan's electricity, as of 2011, down from 24.9 percent the previous year.<br/>3. However, as of May 5, 2012, all of the country's nuclear power plants had been taken offline because of ongoing public opposition following the Fukushima Daiichi nuclear disaster, though government officials have been continuing to try to sway public opinion in favor of returning at least some of Japan's 50 nuclear reactors to service.<br/>4. Given its heavy dependence on imported energy, Japan has aimed to diversify its sources and maintain high levels of energy efficiency.Japan's road spending has been extensive.<br/>5. Its 1.2 million kilometers of paved road are the main means of transportation.<br/>6. A single network of high-speed, divided, limited-access toll roads connects major cities and is operated by toll-collecting enterprises.<br/>7. New and used cars are inexpensive; car ownership fees and fuel levies are used to promote energy efficiency.<br/>8. However, at just 50 percent of all distance traveled, car usage is the lowest of all G8 countries.Dozens of Japanese railway companies compete in regional and local passenger transportation markets; major companies include seven JR enterprises, Kintetsu Corporation, Seibu Railway and Keio Corporation.<br/>9. Some 250 high-speed Shinkansen trains connect major cities and Japanese trains are known for their safety and punctuality.<br/>10. Proposals for a new Maglev route between Tokyo and Osaka are at an advanced stage.<br/>11. <strike>There are 173 airports in Japan; the largest domestic airport, Haneda Airport, is Asia's second-busiest airport.</strike><br/>12. The largest international gateways are Narita International Airport, Kansai International Airport and Chūbu Centrair International Airport.<br/>13. Nagoya Port is the country's largest and busiest port, accounting for 10 percent of Japan's trade value.<br/>",9,How many shinkansen trains connect major cities?,,
3PZDSVZ3J5HVM8J71A1EB5N6BV4N46,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3WQ3B2KGE8GFGKVL15I4AWCRRGX1B2,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:47 PST 2016,Tue Mar 01 12:36:54 PST 2016,Wed Mar 02 12:36:54 PST 2016,,,,427,100% (132/132),100% (132/132),100% (132/132),India-Society,14,"Category: Country<br/>Title: India<br/>Section: Society<br/><br/>1. Traditional Indian society is sometimes defined by social hierarchy.<br/>2. The Indian caste system embodies much of the social stratification and many of the social restrictions found in the Indian subcontinent.<br/>3. Social classes are defined by thousands of endogamous hereditary groups, often termed as ""jātis"", or ""castes"".<br/>4. India declared the caste system and untouchability to be illegal in 1947 and has since enacted other anti-discriminatory laws and social welfare initiatives.<br/>5. At the workplace in urban India and in international or leading Indian companies, the caste related identification has pretty much lost its importance.<br/>6. Family values are important in the Indian tradition, and multi-generational patriarchal joint families have been the norm in India, though nuclear families are becoming common in urban areas.<br/>7. An overwhelming majority of Indians, with their consent, have their marriages arranged by their parents or other family members.<br/>8. Marriage is thought to be for life, and the divorce rate is extremely low.<br/>9. Child marriages are common, especially in rural areas; many women in India wed before reaching 18, which is their legal marriageable age.<br/>10. Female infanticide in India and female foeticide in India have caused a discrepancy in the sex ratio, as of 2005 it was estimated that there were 50 million more males than females in the nation.<br/>11. However the recent report from 2011 shown improvement among the gender ratio.<br/>12. The payment of Dowry, although illegal, remains widespread across class lines.<br/>13. Deaths resulting from dowry, mostly from bride burning, is on the rise.Many Indian festivals are religious in origin; among them are Chhath, Christmas, Diwali, Durga Puja, Bakr-Id, Eid ul-Fitr, Ganesh Chaturthi, Holi, Makar Sankranti or Uttarayan, Navratri, Thai Pongal, and Vaisakhi.<br/>14. <strike>India has three national holidays which are observed in all states and union territories: Republic Day, Independence Day, and Gandhi Jayanti.</strike><br/>15. Other sets of holidays, varying between nine and twelve, are officially observed in individual states.Throughout India, many people practice customs and religious rituals, such as ""samskara,"" which is a series of ""personal sacraments and rites conducted at various stages throughout life.""<br/>",1,How is traditional Indian society defined?,,
3X52SWXE0X5O4650MQYJQMCLWKPCWZ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3JBT3HLQF82EFAH3SL9XXA1SLZLPZW,A3VS6MCQJX69CO,Submitted,Tue Mar 01 11:59:55 PST 2016,Tue Mar 01 12:01:35 PST 2016,Wed Mar 02 12:01:35 PST 2016,,,,100,0% (0/0),0% (0/0),0% (0/0),Indonesia-Foreign_relations_and_military,9,"Category: Country<br/>Title: Indonesia<br/>Section: Foreign relations and military<br/><br/>1. In contrast to Sukarno's anti-imperialistic antipathy to western powers and tensions with Malaysia, Indonesia's foreign relations since the Suharto ""New Order"" have been based on economic and political cooperation with Western nations.<br/>2. Indonesia maintains close relationships with its neighbors in Asia, and is a founding member of ASEAN and the East Asia Summit.<br/>3. The nation restored relations with the People's Republic of China in 1990 following a freeze in place since anti-communist purges early in the Suharto era.<br/>4. Indonesia has been a member of the United Nations since 1950, and was a founder of the Non-Aligned Movement (NAM) and the Organisation of the Islamic Conference (OIC, now the Organisation of Islamic Cooperation).<br/>5. Indonesia is signatory to the ASEAN Free Trade Area agreement, the Cairns Group, and the WTO, and has historically been a member of OPEC, although it withdrew in 2008 as it was no longer a net exporter of oil.<br/>6. Indonesia has received humanitarian and development aid since 1966, in particular from the United States, western Europe, Australia, and Japan.The Indonesian Government has worked with other countries to apprehend and prosecute perpetrators of major bombings linked to militant Islamism and Al-Qaeda.<br/>7. The deadliest bombing killed 202 people (including 164 international tourists) in the Bali resort town of Kuta in 2002.<br/>8. The attacks, and subsequent travel warnings issued by other countries, severely damaged Indonesia's tourism industry and foreign investment prospects.Indonesia's armed forces (TNI) include the Army (TNI–AD), Navy (TNI–AL, which includes marines), and Air Force (TNI–AU).<br/>9. <strike>The army has about 400,000 active-duty personnel.</strike><br/>10. Defense spending in the national budget was 4% of GDP in 2006, and is controversially supplemented by revenue from military commercial interests and foundations.<br/>11. One of the reforms following the 1998 resignation of Suharto was the removal of formal TNI representation in parliament; nevertheless, its political influence remains extensive.Separatist movements in the provinces of Aceh and Papua have led to armed conflict, and subsequent allegations of human rights abuses and brutality from all sides.<br/>12. Following a sporadic thirty-year guerrilla war between the Free Aceh Movement (GAM) and the Indonesian military, a ceasefire agreement was reached in 2005.<br/>13. In Papua, there has been a significant, albeit imperfect, implementation of regional autonomy laws, and a reported decline in the levels of violence and human rights abuses, since the presidency of Susilo Bambang Yudhoyono.<br/>",2,With Whom does Indonesia maintain close relationships?,,
3BVS8WK9Q0VNT6TPJ9Y9EBXVZOSBIL,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3X87C8JFV6B2EAW4X6UE1MUZ3G9QSL,A2NL38BFEE3BVY,Submitted,Tue Mar 01 12:22:23 PST 2016,Tue Mar 01 12:23:36 PST 2016,Wed Mar 02 12:23:36 PST 2016,,,,73,100% (1/1),100% (1/1),100% (1/1),Brazil-Demographics,4,"Category: Country<br/>Title: Brazil<br/>Section: Demographics<br/><br/>1. The population of Brazil, as recorded by the 2008 PNAD, was approximately 190 million (), with a ratio of men to women of 0.95:1 and 83.75% of the population defined as urban.<br/>2. The population is heavily concentrated in the Southeastern (79.8 million inhabitants) and Northeastern (53.5 million inhabitants) regions, while the two most extensive regions, the Center-West and the North, which together make up 64.12% of the Brazilian territory, have a total of only 29.1 million inhabitants.The first census in Brazil was carried out in 1872 and recorded a population of 9,930,478.<br/>3. From 1880 to 1930, 4 million Europeans arrived.<br/>4. <strike>Brazil's population increased significantly between 1940 and 1970, because of a decline in the mortality rate, even though the birth rate underwent a slight decline.</strike><br/>5. In the 1940s the annual population growth rate was 2.4%, rising to 3.0% in the 1950s and remaining at 2.9% in the 1960s, as life expectancy rose from 44 to 54 years and to 72.6 years in 2007.It has been steadily falling since the 1960s, from 3.04% per year between 1950 and 1960 to 1.05% in 2008 and is expected to fall to a negative value of –0.29% by 2050 thus completing the demographic transition.In 2008, the illiteracy rate was 11.48% and among the youth (ages 15–19) 1.74%.<br/>6. It was highest (20.30%) in the Northeast, which had a large proportion of rural poor.<br/>7. Illiteracy was high (24.18%) among the rural population and lower (9.05%) among the urban population.<br/>",1,What is the population of Brazil as of 2008?,,
3TUOHPJXYHXC74GVDMU64ZXVX2DXWM,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3WJEQKOXA82AXAQTVRI8FLSL9YCA1G,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:32:54 PST 2016,Tue Mar 01 12:44:18 PST 2016,Wed Mar 02 12:44:18 PST 2016,,,,684,100% (132/132),100% (132/132),100% (132/132),Pakistan-Colonial_period,5,"Category: Country<br/>Title: Pakistan<br/>Section: Colonial period<br/><br/>1. The gradual decline of the Mughal Empire in the early eighteenth century enabled Sikh rulers to control large areas until the British East India Company gained ascendancy over South Asia.<br/>2. The Indian Rebellion of 1857, also known as the Sepoy Mutiny, was the region's major armed struggle against the British.The largely non-violent independence struggle led by the Indian National Congress engaged millions of protesters in mass campaigns of civil disobedience in the 1920s and 1930s.The All-India Muslim League rose to popularity in the late 1930s amid fears of under-representation and neglect of Muslims in politics.<br/>3. In his presidential address of 29 December 1930, Muhammad Iqbal called for ""the formation of a consolidated North-West Indian Muslim State"" consisting of Punjab, North-West Frontier Province, Sind and Baluchistan.<br/>4. Muhammad Ali Jinnah, the founder of Pakistan, espoused the two-nation theory and led the Muslim League to adopt the Lahore Resolution of 1940, popularly known as the Pakistan Resolution.<br/>5. <strike>In early 1947, Britain announced the decision to end its rule in India.</strike><br/>6. In June 1947, the nationalist leaders of British India—including Jawaharlal Nehru and Abul Kalam Azad representing the Congress, Jinnah representing the Muslim League, and Master Tara Singh representing the Sikhs—agreed to the proposed terms of transfer of power and independence.The modern state of Pakistan was established on 14 August 1947 (27 Ramadan 1366 in the Islamic Calendar) in the eastern and northwestern regions of British India, where there was a Muslim majority.<br/>7. It comprised the provinces of Balochistan, East Bengal, the North-West Frontier Province, West Punjab and Sindh.<br/>8. The partition of the Punjab and Bengal provinces led to communal riots across India and Pakistan; millions of Muslims moved to Pakistan and millions of Hindus and Sikhs moved to India.<br/>9. Dispute over Jammu and Kashmir led to the First Kashmir War.<br/>",9,What led to the First Kashmir War?,,
3BFNCI9LYKQL1R8GLPF6539AXG437R,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3LRKMWOKB5HIN3GXQNYL1XTZAPXZ2N,A344RWG1GTNV92,Submitted,Tue Mar 01 12:38:53 PST 2016,Tue Mar 01 12:44:43 PST 2016,Wed Mar 02 12:44:43 PST 2016,,,,350,0% (0/0),0% (0/0),0% (0/0),Nigeria-Democratization_(1999-),1,"Category: Country<br/>Title: Nigeria<br/>Section: Democratization (1999-)<br/><br/>1. <strike>Democratization (1999-).Nigeria regained democracy in 1999 when it elected Olusegun Obasanjo, the former military head of state, as the new President of Nigeria ending almost 33 years of military rule (from 1966 until 1999) excluding the short-lived second republic (between 1979 and 1983) by military dictators who seized power in coups d'état and counter-coups during the Nigerian military juntas of 1966–1979 and 1983–1998.Although the elections which brought Obasanjo to power in 1999 and again in 2003 were condemned as unfree and unfair, Nigeria has shown marked improvements in attempts to tackle government corruption and to hasten development.Ethnic violence over the oil producing Niger Delta region and inadequate infrastructures are some of the issues in the country.</strike><br/>2. Umaru Yar'Adua of the People's Democratic Party (PDP) came into power in the general election of 2007 – an election that was witnessed and condemned by the international community as being severely flawed.Yar'Adua died on 5 May 2010.<br/>3. Dr. Goodluck Jonathan was sworn in as Yar'Adua's replacement on 6 May 2010, becoming Nigeria's 14th Head of State, while his vice, a former Kaduna State governor, Namadi Sambo, an architect, was chosen on 18 May 2010, by the National Assembly following President Goodluck Jonathan's nomination for Sambo to be his Vice-President.Goodluck Jonathan served as Nigeria's president till 16 April 2011, when a new presidential election in Nigeria was conducted.<br/>4. Goodluck Jonathan of the PDP was declared the winner on 19 April 2011, having won the election by a total of 22,495,187 of the 39,469,484 votes cast to stand ahead of Muhammadu Buhari from the main opposition party, the Congress for Progressive Change (CPC), which won 12,214,853 of the total votes cast.The international media reported the elections as having run smoothly with relatively little violence or voter fraud in contrast to previous elections.<br/>",2,When did Umaru Yar'Adua come into power?,,
3D1UCPY6GG9P15DZVU7CJ35580A38E,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3IRIK4HM3AKTXBOOLBQGGC9QHCD6CC,A344RWG1GTNV92,Submitted,Tue Mar 01 12:28:18 PST 2016,Tue Mar 01 12:30:10 PST 2016,Wed Mar 02 12:30:10 PST 2016,,,,112,0% (0/0),0% (0/0),0% (0/0),Mexico-Culture,5,"Category: Country<br/>Title: Mexico<br/>Section: Culture<br/><br/>1. <br/>2. [[File:Frida Kahlo Diego Rivera 1932.jpg|thumb|right|200px|Frida Kahlo with Diego Rivera in 1932, photography byCarl van Vechten.<br/>3. ]]Mexican culture reflects the complexity of the country's history through the blending of indigenous cultures and the culture of Spain, imparted during Spain's 300-year colonization of Mexico.<br/>4. Exogenous cultural elements have been incorporated into Mexican culture as time have passed.The Porfirian era (""el Porfiriato""), in the last quarter of the 19th century and the first decade of the 20th century, was marked by economic progress and peace.<br/>5. <strike>After four decades of civil unrest and war, Mexico saw the development of philosophy and the arts, promoted by President Díaz himself.</strike><br/>6. Since that time, as accentuated during the Mexican Revolution, cultural identity has had its foundation in the ""mestizaje"", of which the indigenous (i.e.<br/>7. Amerindian) element is the core.<br/>8. In light of the various ethnicities that formed the Mexican people, José Vasconcelos in his publication ""La Raza Cósmica"" (The Cosmic Race) (1925) defined Mexico to be the melting pot of all races (thus extending the definition of the ""mestizo"") not only biologically but culturally as well.<br/>",8,"Who define Mexico to ""be the melting pot of all races?""",,
3CMIQF80GNQU4S0D0QMACX2PCXXQ6H,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3IFS6Q0HJIJPXC8LKYP5SK3DC6USIM,A344RWG1GTNV92,Submitted,Tue Mar 01 12:34:41 PST 2016,Tue Mar 01 12:35:28 PST 2016,Wed Mar 02 12:35:28 PST 2016,,,,47,0% (0/0),0% (0/0),0% (0/0),Vietnam-Administrative_subdivisions,1,"Category: Country<br/>Title: Vietnam<br/>Section: Administrative subdivisions<br/><br/>1. <strike>Vietnam is divided into 58 provinces (Vietnamese: ""tỉnh"", from the Chinese 省, ""shěng"").</strike><br/>2. There are also five municipalities (""thành phố trực thuộc trung ương""), which are administratively on the same level as provinces.The provinces are subdivided into provincial municipalities (""thành phố trực thuộc tỉnh""), townships (""thị xã"") and counties (""huyện""), which are in turn subdivided into towns (""thị trấn"") or communes (""xã"").<br/>3. The centrally controlled municipalities are subdivided into districts (""quận"") and counties, which are further subdivided into wards (""phường"").<br/>",2,How many municipalities are there in Vietnam?,,
3B9XR6P1WEVJOHDV1RJ9QCCVC3HBJX,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,30BXRYBRP4XI8YEAYLHLPX5JI66WH7,A2TJL8RPX552CB,Submitted,Tue Mar 01 11:57:11 PST 2016,Tue Mar 01 11:58:28 PST 2016,Wed Mar 02 11:58:28 PST 2016,,,,77,100% (1/1),100% (1/1),100% (1/1),Egypt-Ptolemaic_and_Roman_Egypt,4,"Category: Country<br/>Title: Egypt<br/>Section: Ptolemaic and Roman Egypt<br/><br/>1. The Ptolemaic Kingdom was a powerful Hellenistic state, extending from southern Syria in the east, to Cyrene to the west, and south to the frontier with Nubia.<br/>2. Alexandria became the capital city and a center of Greek culture and trade.<br/>3. To gain recognition by the native Egyptian populace, they named themselves as the successors to the Pharaohs.<br/>4. <strike>The later Ptolemies took on Egyptian traditions, had themselves portrayed on public monuments in Egyptian style and dress, and participated in Egyptian religious life.The last ruler from the Ptolemaic line was Cleopatra VII, who committed suicide following the burial of her lover Mark Antony who had died in her arms (from a self-inflicted stab wound), after Octavian had captured Alexandria and her mercenary forces had fled.The Ptolemies faced rebellions of native Egyptians often caused by an unwanted regime and were involved in foreign and civil wars that led to the decline of the kingdom and its annexation by Rome.</strike><br/>5. Nevertheless Hellenistic culture continued to thrive in Egypt well after the Muslim conquest.Christianity was brought to Egypt by Saint Mark the Evangelist in the 1st century.<br/>6. Diocletian's reign marked the transition from the Roman to the Byzantine era in Egypt, when a great number of Egyptian Christians were persecuted.<br/>7. The New Testament had by then been translated into Egyptian.<br/>8. After the Council of Chalcedon in AD 451, a distinct Egyptian Coptic Church was firmly established.<br/>",1,Where was the Ptolemaic Kingdom located based on modern geography?,,
3J6BHNX0U9SG0A8AM2OUIMC28HUKNT,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3IXEICO792JAJSQZ7XL65M9U5YCT6H,AODST2T0LA7UR,Submitted,Tue Mar 01 12:26:52 PST 2016,Tue Mar 01 12:28:01 PST 2016,Wed Mar 02 12:28:01 PST 2016,,,,69,0% (0/0),0% (0/0),0% (0/0),Turkey-Military,1,"Category: Country<br/>Title: Turkey<br/>Section: Military<br/><br/>1. <strike>Turkey has the second largest standing armed force in NATO, after the US Armed Forces, with an estimated strength of 495,000 deployable forces, according to a 2011 NATO estimate.</strike><br/>2. Turkey is one of five NATO member states which are part of the nuclear sharing policy of the alliance, together with Belgium, Germany, Italy, and the Netherlands.<br/>3. A total of 90 B61 nuclear bombs are hosted at the Incirlik Air Base, 40 of which are allocated for use by the Turkish Air Force in case of a nuclear conflict, but their use requires the approval of NATO.The Turkish Armed Forces consists of the Land Forces, the Naval Forces and the Air Force.<br/>4. The Gendarmerie and the Coast Guard operate as parts of the Ministry of Internal Affairs in peacetime, although they are subordinated to the Army and Navy Commands respectively in wartime, during which they have both internal law enforcement and military functions.The Chief of the General Staff is appointed by the President and is responsible to the Prime Minister.<br/>5. The Council of Ministers is responsible to the Parliament for matters of national security and the adequate preparation of the armed forces to defend the country.<br/>6. However, the authority to declare war and to deploy the Turkish Armed Forces to foreign countries or to allow foreign armed forces to be stationed in Turkey rests solely with the Parliament.<br/>7. The actual Commander of the Armed Forces is the Chief of the General Staff General Necdet Özel since 4 August 2011.Every fit male Turkish citizen otherwise not barred is required to serve in the military for a period ranging from three weeks to a year, dependent on education and job location.<br/>8. Turkey does not recognise conscientious objection and does not offer a civilian alternative to military service.<br/>",3,How many nuclear bombs are hosted at the Incirlik Air Base?,,
33NOQL7T9OZQMYKSG12LN4AKNV98ZG,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:36 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:36 PST 2016,,,3Y54SXRO1LLVL3G03FJ9LSNA8KSTUH,A14BSSXMEM9PTD,Submitted,Tue Mar 01 12:13:38 PST 2016,Tue Mar 01 12:14:23 PST 2016,Wed Mar 02 12:14:23 PST 2016,,,,45,100% (9/9),100% (9/9),0% (0/0),Germany-Constituent_states,5,"Category: Country<br/>Title: Germany<br/>Section: Constituent states<br/><br/>1. Germany comprises sixteen states which are collectively referred to as ""Länder"".<br/>2. </ref>Each state has its own state constitution and is largely autonomous in regard to its internal organisation.<br/>3. Because of differences in size and population the subdivisions of these states vary, especially as between city states (""Stadtstaaten"") and states with larger territories (""Flächenländer"").<br/>4. For regional administrative purposes five states, namely Baden-Württemberg, Bavaria, Hesse, North Rhine-Westphalia and Saxony, consist of a total of 22 Government Districts (""Regierungsbezirke"").<br/>5. <strike>Germany is divided into 403 districts (""Kreise"") at a municipal level; these consist of 301 rural districts and 102 urban districts.</strike><br/>",1,How many states compromise Germany?,,
