paragraph_id,candidates,content
Greece-Religion,9,"Category: Country<br/>Title: Greece<br/>Section: Religion<br/><br/>1. The Greek Constitution recognizes the Orthodox Christian faith as the ""prevailing"" faith of the country, while guaranteeing freedom of religious belief for all.<br/>2. The Greek government does not keep statistics on religious groups and censuses do not ask for religious affiliation.<br/>3. According to the U.S. State Department, an estimated 97% of Greek citizens identify themselves as Orthodox Christians, belonging to the Greek Orthodox Church.In a Eurostat – Eurobarometer 2010 poll, 79% of Greek citizens responded that they ""believe there is a God"".<br/>4. According to other sources, 15.8% of Greeks describe themselves as ""very religious"", which is the highest among all European countries.<br/>5. The survey also found that just 3.5% never attend a church, compared to 4.9% in Poland and 59.1% in the Czech Republic.Estimates of the recognized Greek Muslim minority, which is mostly located in Thrace, range from 98,000 to 140,000, (between 0.9% and 1.2%) while the immigrant Muslim community numbers between 200,000 and 300,000.<br/>6. Albanian immigrants to Greece are usually associated with the Muslim religion, although most are secular in orientation.<br/>7. Following the 1919–1922 Greco-Turkish War and the 1923 Treaty of Lausanne, Greece and Turkey agreed to a population transfer based on cultural and religious identity.<br/>8. About 500,000 Muslims from Greece, predominantly Turks, but also other Muslims, were exchanged with approximately 1,500,000 Greeks from Asia Minor (now Turkey).Judaism has existed in Greece for more than 2,000 years.<br/>9. <strike>Sephardi Jews used to have a large presence in the city of Thessaloniki (by 1900, some 80,000, or more than half of the population, were Jews), but nowadays the Greek-Jewish community who survived German occupation and the Holocaust, during World War II, is estimated to number around 5,500 people.Greek citizens who are Roman Catholic are estimated to be at around 50,000 with the Roman Catholic immigrant community in the country approximately 200,000.</strike><br/>10. Old Calendarists account for 500,000 followers.<br/>11. Protestants, including Greek Evangelical Church and Free Evangelical Churches, stand at about 30,000.<br/>12. Assemblies of God, International Church of the Foursquare Gospel and other Pentecostal churches of the Greek Synod of Apostolic Church have 12,000 members.<br/>13. Independent Free Apostolic Church of Pentecost is the biggest Protestant denomination in Greece with 120 churches.<br/>14. There are not official statistics about Free Apostolic Church of Pentecost, but the Orthodox Church estimates the followers as 20,000.<br/>15. The Jehovah's Witnesses report having 28,859 active members.Hellenic Polytheistic Reconstructionism has also been reportedly practiced by thousands of Greeks.<br/>"
Portugal-Government_finance,5,"Category: Country<br/>Title: Portugal<br/>Section: Government finance<br/><br/>1. The Portuguese government is heavily indebted, and received a 78 billion euro bailout from the European Union and the International Monetary Fund in May 2011.<br/>2. The ratio of Portugal’s debt to its overall economy, was 107 percent when it received the bailout.<br/>3. As part of the deal, the country agreed to cut its budget deficit from 9.8 percent of GDP in 2010 to 5.9 percent in 2011, 4.5 percent in 2012 and 3 percent in 2013.After the bailout was announced, the Portuguese government headed by Pedro Passos Coelho managed to implement measures with the intention of improve the State's financial situation, including tax hikes, a freeze of civil service-related lower-wages and cuts of higher-wages by 14.3%, on top of the government's spending cuts.<br/>4. The Portuguese government also agreed to eliminate its golden share in Portugal Telecom which gave it veto power over vital decisions.<br/>5. <strike>In 2012, all public servants had already seen an average wage cut of 20% relative to their 2010 baseline, with cuts reaching 25% for those earning more than 1,500 euro per month.The IMF, the European Commission and the European Central Bank said in September 2012 that Portugal’s debt would peak at 124 percent of gross domestic product in 2014.</strike><br/>6. The IMF previously said in July 2012 that Portugal’s debt would peak at about 118.5 percent of GDP in 2013.<br/>7. In September 2013, the Portuguese Government reviewed again the public debt of Portugal for 2013 to 127.8 percent, after a peak of 130.9 percent in that month.A report released in January 2011 by the Diário de Notícias and published in Portugal by Gradiva, had demonstrated that in the period between the Carnation Revolution in 1974 and 2010, the democratic Portuguese Republic governments encouraged over-expenditure and investment bubbles through unclear Public–private partnerships and funding of numerous ineffective and unnecessary external consultancy and advisory of committees and firms.This allowed considerable slippage in state-managed public works and inflated top management and head officer bonuses and wages.<br/>8. Persistent and lasting recruitment policies boosted the number of redundant public servants.<br/>9. Risky credit, public debt creation, and European structural and cohesion funds were mismanaged across almost four decades.After the financial crisis of 2007–2008, it was known in 2008–2009 that two Portuguese banks (Banco Português de Negócios (BPN) and Banco Privado Português (BPP)) had been accumulating losses for years due to bad investiments, embezzlement and accounting fraud.<br/>10. The case of BPN was particularly serious because of its size, market share, and the political implications - Portugal's then current President, Cavaco Silva, and some of his political allies, maintained personal and business relationships with the bank and its CEO, who was eventually charged and arrested for fraud and other crimes.<br/>11. In the grounds of avoiding a potentially serious financial crisis in the Portuguese economy, the Portuguese government decided to give them a bailout, eventually at a future loss to taxpayers and to the Portuguese people in general.<br/>"
Portugal-Transport,14,"Category: Country<br/>Title: Portugal<br/>Section: Transport<br/><br/>1. By the early 1970s Portugal's fast economic growth with increasing consumption and purchase of new automobiles set the priority for improvements in transportation.<br/>2. Again in the 1990s, after joining the European Economic Community, the country built many new motorways.<br/>3. Today, the country has a road network, of which almost are part of system of 44 motorways.<br/>4. Opened in 1944, the first motorway (which linked Lisbon to the National Stadium) was an innovative project that made Portugal among one of the first countries in the world to establish a motorway (this roadway eventually became the Lisbon-Cascais highway, or A5).<br/>5. But, although a few other tracts were created (around 1960 and 1970), it was only after the beginning of the 1980s that large-scale motorway construction was implemented.<br/>6. In 1972, Brisa, the highway concessionaire, was founded to handle the management of many of the regions motorways.<br/>7. On many highways, toll needs to be paid, see Via Verde.<br/>8. Vasco da Gama bridge is the longest bridge in Europe.Continental Portugal's territory is serviced by three international airports located near the principal cities of Lisbon, Porto, Faro and Beja.<br/>9. Lisbon's geographical position makes it a stopover for many foreign airlines at several airports within the country.<br/>10. The primary flag-carrier is TAP Portugal, although many other domestic airlines provide services within and without the country.<br/>11. The government decided to build a new airport outside Lisbon, in Alcochete, to replace Lisbon Portela Airport, though this plan has been stalled due to the austerity.<br/>12. Currently, the most important airports are in Lisbon, Porto, Faro, Funchal (Madeira), and Ponta Delgada (Azores), managed by the national airport authority group ANA – Aeroportos de Portugal.A national railway system that extends throughout the country and into Spain, is supported and administered by Comboios de Portugal.<br/>13. Rail transport of passengers and goods is derived using the of railway lines currently in service, of which are electrified and about allow train speeds greater than .<br/>14. <strike>The railway network is managed by the REFER while the transport of passengers and goods are the responsibility of Caminhos de Ferro Portugueses (CP), both public companies.</strike><br/>15. In 2006 the CP carried 133 million passengers and of goods.The major seaports are located in Sines, Lisbon, Leixões, Setúbal, Aveiro, Figueira da Foz, and Faro.The two largest metropolitan areas have subway systems: Lisbon Metro and ""Metro Sul do Tejo"" in the Lisbon Metropolitan Area and Porto Metro in the Porto Metropolitan Area, each with more than of lines.<br/>16. In Portugal, Lisbon tram services have been supplied by the ""Companhia de Carris de Ferro de Lisboa"" (Carris), for over a century.<br/>17. In Porto, a tram network, of which only a tourist line on the shores of the Douro remain, began construction on 12 September 1895 (a first for the Iberian Peninsula).<br/>18. All major cities and towns have their own local urban transport network, as well as taxi services.<br/>"
Algeria-Ancient_history,"21, 22","Category: Country<br/>Title: Algeria<br/>Section: Ancient history<br/><br/>1. History.Ancient history.At Ain Hanech region (Saïda Province), early remnants (200,000 BC) of hominid occupation in North Africa were found.<br/>2. Neanderthal tool makers produced hand axes in the Levalloisian and Mousterian styles (43,000 BC) similar to those in the Levant.Algeria was the site of the highest state of development of Middle Paleolithic Flake tool techniques.<br/>3. Tools of this era, starting about 30,000 BC, are called Aterian (after the archeological site of Bir el Ater, south of Tebessa).The earliest blade industries in North Africa are called Iberomaurusian (located mainly in Oran region).<br/>4. This industry appears to have spread throughout the coastal regions of the Maghreb between 15,000 and 10,000 BC.<br/>5. Neolithic civilization (animal domestication and agriculture) developed in the Saharan and Mediterranean Maghrib between 6000 and 2000 BC.<br/>6. This life, richly depicted in the Tassili n'Ajjer paintings, predominated in Algeria until the classical period.The amalgam of peoples of North Africa coalesced eventually into a distinct native population that came to be called Berbers, who are the indigenous peoples of northern Africa.From their principal center of power at Carthage, the Carthaginians expanded and established small settlements along the North African coast; by 600 BC, a Phoenician presence existed at Tipasa, east of Cherchell, Hippo Regius (modern Annaba) and Rusicade (modern Skikda).<br/>7. These settlements served as market towns as well as anchorages.As Carthaginian power grew, its impact on the indigenous population increased dramatically.<br/>8. Berber civilization was already at a stage in which agriculture, manufacturing, trade, and political organization supported several states.<br/>9. Trade links between Carthage and the Berbers in the interior grew, but territorial expansion also resulted in the enslavement or military recruitment of some Berbers and in the extraction of tribute from others.By the early 4th century BC, Berbers formed the single largest element of the Carthaginian army.<br/>10. In the Revolt of the Mercenaries, Berber soldiers rebelled from 241 to 238 BC after being unpaid following the defeat of Carthage in the First Punic War.<br/>11. They succeeded in obtaining control of much of Carthage's North African territory, and they minted coins bearing the name Libyan, used in Greek to describe natives of North Africa.<br/>12. The Carthaginian state declined because of successive defeats by the Romans in the Punic Wars.In 146 BC the city of Carthage was destroyed.<br/>13. As Carthaginian power waned, the influence of Berber leaders in the hinterland grew.<br/>14. By the 2nd century BC, several large but loosely administered Berber kingdoms had emerged.<br/>15. Two of them were established in Numidia, behind the coastal areas controlled by Carthage.<br/>16. West of Numidia lay Mauretania, which extended across the Moulouya River in modern day Morocco to the Atlantic Ocean.<br/>17. The high point of Berber civilization, unequaled until the coming of the Almohads and Almoravids more than a millennium later, was reached during the reign of Massinissa in the 2nd century BC.After Masinissa's death in 148 BC, the Berber kingdoms were divided and reunited several times.<br/>18. Massinissa's line survived until 24 AD, when the remaining Berber territory was annexed to the Roman Empire.For several centuries Algeria was ruled by the Romans, who founded many colonies in the region.<br/>19. Like the rest of North Africa, Algeria was one of the breadbaskets of the empire, exporting cereals and other agricultural products.<br/>20. The Vandals of Geiseric moved into North Africa in 429, and by 435 controlled coastal Numidia.<br/>21. <strike>They did not make any significant settlement on the land.</strike><br/>22. <strike>The region was later recaptured by the Eastern Roman Empire, which ruled it until the Muslim Conquest in the 7th century.</strike><br/>"
Algeria-Hydrocarbons,1,"Category: Country<br/>Title: Algeria<br/>Section: Hydrocarbons<br/><br/>1. <strike>Algeria, whose economy is reliant on petroleum, has been an OPEC member since 1969.</strike><br/>2. Its crude oil production stands at around 1.1 million barrels/day, but it is also a major gas producer and exporter, with important links to Europe.<br/>3. Hydrocarbons have long been the backbone of the economy, accounting for roughly 60% of budget revenues, 30% of GDP, and over 95% of export earnings.<br/>4. Algeria has the 10th-largest reserves of natural gas in the world and is the sixth-largest gas exporter.<br/>5. The U.S. Energy Information Administration reported that in 2005, Algeria had of proven natural-gas reserves.<br/>6. It also ranks 16th in oil reserves.Non-hydrocarbon growth for 2011 was projected at 5%.<br/>7. To cope with social demands, the authorities raised expenditure, especially on basic food support, employment creation, support for SMEs, and higher salaries.<br/>8. High hydrocarbon prices have improved the current account and the already large international reserves position.Income from oil and gas rose in 2011 as a result of continuing high oil prices, though the trend in production volume is downwards.<br/>9. Production from the oil and gas sector in terms of volume, continues to decline, dropping from 43.2 million tonnes to 32 million tonnes between 2007 and 2011.<br/>10. Nevertheless, the sector accounted for 98% of the total volume of exports in 2011, against 48% in 1962, and 70% of budgetary receipts, or USD 71.4 billion.The Algerian national oil company is Sonatrach, which plays a key role in all aspects of the oil and natural gas sectors in Algeria.<br/>11. All foreign operators must work in partnership with Sonatrach, which usually has majority ownership in production-sharing agreements.<br/>"
Venezuela-Law_and_crime,2,"Category: Country<br/>Title: Venezuela<br/>Section: Law and crime<br/><br/>1. Corruption in Venezuela is high by world standards, and was so for much of the 20th century.<br/>2. <strike>The discovery of oil had worsened political corruption, and by the late 1970s, Juan Pablo Pérez Alfonso's description of oil as ""the Devil's excrement"" had become a common expression in Venezuela.</strike><br/>3. Venezuela has been ranked one of the most corrupt countries on the Corruption Perceptions Index since the survey started in 1995.<br/>4. The 2010 ranking placed Venezuela at number 164, out of 178 ranked countries.This corruption is shown with Venezuela's significant involvement in drug trafficking, with Colombian cocaine and other drugs transiting Venezuela towards the United States and Europe.<br/>5. Venezuela ranks fourth in the world for cocaine seizures, behind Colombia, the United States, and Panama.<br/>6. In 2006 the government's agency for combating the Illegal drug trade in Venezuela, ""ONA"", was incorporated into the office of the Vice-President of the country.<br/>7. However, many major government and military officials have been known for their involvement with drug trafficking; especially with the October 2013 incident of men from the Venezuelan National Guard placing 1.3 tons of cocaine on a Paris flight knowing they will not face charges.Venezuela is among the most violent places on Earth.<br/>8. In Venezuela, a person is murdered every 21 minutes.<br/>9. Violent crimes have been so prevalent in Venezuela that the government no longer produces the crime data.<br/>10. In 2013, the homicide rate was approximately 79 per 100,000, one of the world’s highest, having quadrupled in the past 15 years with over 200,000 people murdered.<br/>11. The country's body count of the previous decade mimics that of the Iraq War and in some instances had more civilian deaths even though the country is at peacetime.<br/>12. The capital Caracas has one of the greatest homicide rates of any large city in the world, with 122 homicides per 100,000 residents.<br/>13. In 2008, polls indicated that crime was the number one concern of voters.Venezuela is especially dangerous toward foreign travelers and investors who are visiting.<br/>14. This is due to the nation's class struggle and poor economy that is devoid of needed foreign currency.<br/>15. The United States State Department and Government of Canada has warned foreign visitors that they may be subjected to robbery, kidnapping for a ransom or sale to terrorist organizations and murder, and that their own diplomatic travelers are required to travel in armored vehicles.<br/>16. The United Kingdom's Foreign and Commonwealth Office has advised against all travel to Venezuela.<br/>17. Visitors have been murdered during robberies and criminals do not discriminate against their victims.<br/>18. Recently, former Miss Venezuela 2004 winner Monica Spear and her husband were murdered with her 5 year old daughter being shot while visiting, and an elderly German tourist was murdered only a few weeks later.There are approximately 33 prisons holding about 50,000 inmates.<br/>19. They include; El Rodeo outside of Caracas, Yare Prison in the northern state of Miranda, and several others.<br/>20. Venezuela's prison system is heavily overcrowded; its facilities have capacity for only 14,000 prisoners.<br/>"
Venezuela-Sport,1,"Category: Country<br/>Title: Venezuela<br/>Section: Sport<br/><br/>1. <strike>Baseball is Venezuela's most popular sport, with the Venezuelan Professional Baseball League existing since 1945.Besides baseball, Venezuela's most popular sports are basketball and football.</strike><br/>2. Venezuela hosted the 2012 Basketball World Olympic Qualifying Tournament and the 2013 FIBA Basketball Americas Championship, which took place in Poliedro de Caracas.<br/>3. Football, spearheaded by the Venezuela national football team is gaining popularity as well.Venezuela will hold the Copa América every 40 years, according to the Conmebol rotation policy.<br/>4. (2007, 2047, 2087, 2127, 2167, 2207, 2247, 2287...)Venezuela is also home to Formula 1 driver, Pastor Maldonado.<br/>5. At the 2012 Spanish Grand Prix, he claimed his first pole and victory and became the first and only Venezuelan to have done so in the entire Formula 1 history.<br/>6. Maldonado has increased the reception of Formula 1 fans in Venezuela and is now inspiring thousands of young Venezuelan children to aim for Formula 1.In the 2012 Summer Olympics, Venezuelan Rubén Limardo won gold in fencing.<br/>"
Czech_Republic-Geography,1,"Category: Country<br/>Title: Czech Republic<br/>Section: Geography<br/><br/>1. <strike>The Czech Republic lies mostly between latitudes 48° and 51° N (a small area lies north of 51°), and longitudes 12° and 19° E.The Czech landscape is exceedingly varied.</strike><br/>2. Bohemia, to the west, consists of a basin drained by the Elbe () and the Vltava (or Moldau) rivers, surrounded by mostly low mountains, such as the Krkonoše range of the Sudetes.<br/>3. The highest point in the country, Sněžka at , is located here.<br/>4. Moravia, the eastern part of the country, is also quite hilly.<br/>5. It is drained mainly by the Morava River, but it also contains the source of the Oder River ().Water from the landlocked Czech Republic flows to three different seas: the North Sea, Baltic Sea and Black Sea.<br/>6. The Czech Republic also leases the Moldauhafen, a lot in the middle of the Hamburg Docks, which was awarded to Czechoslovakia by Article 363 of the Treaty of Versailles, to allow the landlocked country a place where goods transported down river could be transferred to seagoing ships.<br/>7. The territory reverts to Germany in 2028.Phytogeographically, the Czech Republic belongs to the Central European province of the Circumboreal Region, within the Boreal Kingdom.<br/>8. According to the World Wide Fund for Nature, the territory of the Czech Republic can be subdivided into four ecoregions: the Central European mixed forests, Pannonian mixed forests, Western European broadleaf forests and Carpathian montane conifer forests.There are four national parks in the Czech Republic.<br/>9. The oldest isKrkonoše National Park (Biosphere Reserve), Šumava National Park (Biosphere Reserve), Podyjí National Park, Bohemian Switzerland.<br/>"
Czech_Republic-Literature,"3, 4","Category: Country<br/>Title: Czech Republic<br/>Section: Literature<br/><br/>1. Czech literature is the literature written by Czechs, mostly in the Czech language, although other languages like Old Church Slavonic, Latin or German have been also used, especially in the past.<br/>2. Non-Czech inhabitants of the Czech lands who had written in German and other languages, such as Franz Kafka, are usually excluded from the corpus of Czech literature, regardless of their own national self-identification.Czech literature is divided into several main time periods: the Middle Ages; the Hussite period; the years of re-Catholicization and the baroque; the Enlightenment and Czech reawakening in the 19th century; the avantgarde of the interwar period; the years under Communism and the Prague Spring; and the literature of the post-Communist Czech Republic.<br/>3. <strike>Czech literature and culture played a major role on at least two occasions, when Czechs lived under oppression and political activity was suppressed.</strike><br/>4. <strike>On both of these occasions, in the early 19th century and then again in the 1960s, the Czechs used their cultural and literary effort to strive for political freedom, establishing a confident, politically aware nation.A famous antiwar comedy novel ""The Good Soldier Švejk"" by Jaroslav Hašek is the most translated Czech book in history.</strike><br/>5. It was depicted by Karel Steklý in two color films ""The Good Soldier Schweik"" in 1956 and 1957.<br/>"
Peru-Geography,"6, 7","Category: Country<br/>Title: Peru<br/>Section: Geography<br/><br/>1. Peru covers of western South America.<br/>2. It borders Ecuador and Colombia to the north, Brazil to the east, Bolivia to the southeast, Chile to the south, and the Pacific Ocean to the west.<br/>3. The Andes Mountains run parallel to the Pacific Ocean; they define the three regions traditionally used to describe the country geographically.<br/>4. The ""costa"" (coast), to the west, is a narrow plain, largely arid except for valleys created by seasonal rivers.<br/>5. The ""sierra"" (highlands) is the region of the Andes; it includes the ""Altiplano"" plateau as well as the highest peak of the country, the Huascarán.<br/>6. <strike>The third region is the ""selva"" (jungle), a wide expanse of flat terrain covered by the Amazon rainforest that extends east.</strike><br/>7. <strike>Almost 60 percent of the country's area is located within this region.Most Peruvian rivers originate in the peaks of the Andes and drain into one of three basins.</strike><br/>8. Those that drain toward the Pacific Ocean are steep and short, flowing only intermittently.<br/>9. Tributaries of the Amazon River are longer, have a much larger flow, and are less steep once they exit the ""sierra"".<br/>10. Rivers that drain into Lake Titicaca are generally short and have a large flow.<br/>11. Peru's longest rivers are the Ucayali, the Marañón, the Putumayo, the Yavarí, the Huallaga, the Urubamba, the Mantaro, and the Amazon.Peru does not have an exclusively tropical climate; the influence of the Andes and the Humboldt Current cause great climatic diversity within the country.<br/>12. The ""costa"" has moderate temperatures, low precipitations, and high humidity, except for its warmer, wetter northern reaches.<br/>13. In the ""sierra"", rain is frequent during summer, and temperature and humidity diminish with altitude up to the frozen peaks of the Andes.<br/>14. The ""selva"" is characterized by heavy rainfall and high temperatures, except for its southernmost part, which has cold winters and seasonal rainfall.<br/>15. Because of its varied geography and climate, Peru has a high biodiversity with 21,462 species of plants and animals reported as of 2003; 5,855 of them endemic.<br/>"
Peru-Culture,7,"Category: Country<br/>Title: Peru<br/>Section: Culture<br/><br/>1. Peruvian culture is primarily rooted in Amerindian and Spanish traditions, though it has also been influenced by various Asian, African, and other European ethnic groups.<br/>2. Peruvian artistic traditions date back to the elaborate pottery, textiles, jewelry, and sculpture of Pre-Inca cultures.<br/>3. The Incas maintained these crafts and made architectural achievements including the construction of Machu Picchu.<br/>4. Baroque dominated colonial art, though modified by native traditions.During this period, most art focused on religious subjects; the numerous churches of the era and the paintings of the Cuzco School are representative.<br/>5. Arts stagnated after independence until the emergence of ""Indigenismo"" in the early 20th century.<br/>6. Since the 1950s, Peruvian art has been eclectic and shaped by both foreign and local art currents.Peruvian literature is rooted in the oral traditions of pre-Columbian civilizations.<br/>7. <strike>Spaniards introduced writing in the 16th century; colonial literary expression included chronicles and religious literature.</strike><br/>8. After independence, Costumbrism and Romanticism became the most common literary genres, as exemplified in the works of Ricardo Palma.<br/>9. The early 20th century's ""Indigenismo"" movement was led by such writers as Ciro Alegría and José María Arguedas.<br/>10. César Vallejo wrote modernist and often politically engaged verse.<br/>11. Modern Peruvian literature is recognized thanks to authors such as Nobel laureate Mario Vargas Llosa, a leading member of the Latin American Boom.Peruvian cuisine blends Amerindian and Spanish food with strong influences from Chinese, African, Arab, Italian, and Japanese cooking.<br/>12. Common dishes include ""anticuchos"", ""ceviche"", and ""pachamanca"".<br/>13. Peru's varied climate allows the growth of diverse plants and animals good for cooking.<br/>14. Peru's diversity of ingredients and cooking techniques is receiving worldwide acclaim.Peruvian music has Andean, Spanish, and African roots.<br/>15. In pre-Hispanic times, musical expressions varied widely in each region; the ""quena"" and the ""tinya"" were two common instruments.<br/>16. Spaniards introduced new instruments, such as the guitar and the harp, which led to the development of crossbred instruments like the ""charango"".<br/>17. African contributions to Peruvian music include its rhythms and the ""cajón"", a percussion instrument.<br/>18. Peruvian folk dances include marinera, tondero, zamacueca, diablada and huayno.<br/>"
Romania-Middle_Ages,14,"Category: Country<br/>Title: Romania<br/>Section: Middle Ages<br/><br/>1. <br/>2. ""Gesta Hungarorum"" mentioned the existence of three voivodeships in Transylvania in the 9th century: the Voivodeship of Gelou, the Voivodeship of Glad and the Voivodeship of Menumorut.<br/>3. The anonymous author describes the first as Vlach.<br/>4. Another voivodeship, ruled by Gyula, was mentioned in the 11th century.<br/>5. A Russian chronicle writes of a plundering raid in 1059 against Transylvania by Cumans and Vlachs.<br/>6. An Old Bulgarian inscription from 1176 attests the existence of a župan Dimitri who ruled over Dobruja in 943.In the Middle Ages, Romanians lived in three distinct principalities: Wallachia ( – ""The Romanian Land""), Moldavia () and Transylvania ().<br/>7. By the 11th century, Transylvania had become a largely autonomous part of the Kingdom of Hungary.<br/>8. It was independent as the Principality of Transylvania from the 16th century until 1711.In Wallachia and Moldavia, many small local states with varying degrees of independence developed.<br/>9. Only in the 14th century did the larger principalities of Wallachia (1310) and Moldavia (around 1352) emerge to fight the threat of the Ottoman Empire.<br/>10. Both territories inhabited by Romanians achieved their independence from the Hungarian Crown after military conflicts (Battle of Posada, 1330) or social conflicts (Moldavian boyars' revolt against Hungary, 1364) — these historic events being initiated by Basarab I of Wallachia (1310–1352) and Bogdan I of Moldavia (1359–1365).By 1541, the entire Balkan peninsula and most of Hungary had become Ottoman provinces.<br/>11. Moldavia, Wallachia, and Transylvania were under Ottoman suzerainty, preserving partial or full internal autonomy until the mid-19th century (Transylvania until 1699).<br/>12. During this period, in the Romanian lands the feudal system slowly disappeared.<br/>13. A few rulers of territories in what is now Romania distinguished themselves: these rulers include Stephen the Great, Vasile Lupu, and Dimitrie Cantemir in Moldavia; Matei Basarab, Vlad the Impaler, and Constantin Brâncoveanu in Wallachia; and John Hunyadi (""Ioannes Corvinus"") and Gabriel Bethlen in Transylvania.In 1600, the principalities of Wallachia, Moldavia and Transylvania were simultaneously headed by the Wallachian prince Michael the Brave (""Mihai Viteazul""), but the chance for a lasting unification was lost after Mihai was assassinated only one year later.<br/>14. <strike>After his death, as vassal tributary states, Moldavia and Wallachia had complete internal autonomy and external independence, which they finally lost in the 18th century.In 1699, Transylvania became a territory of the Habsburgs' Austrian empire following the Austrian victory over the Turks in the Great Turkish War.</strike><br/>15. The Habsburgs in turn expanded their empire in 1718 to include an important part of Wallachia called Oltenia (which was returned only in 1739), and in 1775 to include the northwestern part of Moldavia, later called Bukovina.<br/>16. The eastern half of the Moldavian principality (called Bessarabia) was occupied in 1812 by Russia.<br/>"
Romania-Holidays,3,"Category: Country<br/>Title: Romania<br/>Section: Holidays<br/><br/>1. Since 2013, there are 14 non-working holidays.<br/>2. In Romanian language, the consecrate Christian holidays have untranslatable correspondents, such as ""Rusalii"" (Pentecost), ""Dragobete"" (Valentine's Day) and ""Florii"" (Palm Sunday).<br/>3. <strike>Nowadays, the National Day of Romania, a legal non-working holiday, is December the 1st, celebrated by military marches and manifestations across the country.</strike><br/>4. It commemorates the 1918 assembly of the delegates of all ethnic Romanians held in Alba Iulia, when the Union of Transylvania with the Kingdom of Romania was declared upon.<br/>5. During the communist regime, the national day was August the 23rd, marking the 1944 royal coup d'état by King Michael I when he decided about the dismissal and arrest of general Ion Antonescu, Romanian Prime Minister and Leader of the State.<br/>6. On the same day he ordered the immediate cessation of Romania's collaboration with the Axis Powers, the beginning of negotiations for an armistice with the Allies and a military cooperation with the Soviet Union.<br/>7. A certain segment of Romanians, who support the reinstatement of the monarchy, prefers the date of May 10 to be the National Day, as it used to be between 1866–1947.<br/>8. On May 9, 1877, prime minister Kogălniceanu proclaimed the Principality of Romania's independence from the Ottoman Empire, a status recognized by the European powers in the Treaty of Berlin in 1878.<br/>"
Tunisia-Climate,5,"Category: Country<br/>Title: Tunisia<br/>Section: Climate<br/><br/>1. Tunisia's climate is temperate in the north, with mild rainy winters and hot, dry summers.<br/>2. The south of the country is desert.<br/>3. The terrain in the north is mountainous, which, moving south, gives way to a hot, dry central plain.<br/>4. The south is semiarid, and merges into the Sahara.<br/>5. <strike>A series of salt lakes, known as ""chotts"" or ""shatts"", lie in an east-west line at the northern edge of the Sahara, extending from the Gulf of Gabes into Algeria.</strike><br/>6. The lowest point is Shatt al Gharsah, at below sea level and the highest is Jebel ech Chambi, at .<br/>"
Tunisia-Education,1,"Category: Country<br/>Title: Tunisia<br/>Section: Education<br/><br/>1. <strike>Science and technology.Education.The adult literacy rate in 2008 was 78%.</strike><br/>2. Education is given a high priority and accounts for 6% of GNP.<br/>3. A basic education for children between the ages of 6 and 16 has been compulsory since 1991.<br/>4. Tunisia ranked 17th in the category of ""quality of the educational system"" and 21st in the category of ""quality of primary education"" in The Global Competitiveness Report 2008-9, released by The World Economic Forum.While children generally acquire Tunisian Arabic at home, when they enter school at age 6, they are taught to read and write in Standard Arabic.<br/>5. From the age of 8, they are taught French while English is introduced at the age of 12.The four years of secondary education are open to all holders of Diplôme de Fin d’Etudes de l’Enseignement de Base where the students focus on entering university level or join the workforce after completion.<br/>6. The Enseignement secondaire is divided into two stages: general academic and specialized.<br/>7. The higher education system in Tunisia has experienced a rapid expansion and the number of students has more than tripled over the past 10 years from approximately 102,000 in 1995 to 365,000 in 2005.The gross enrollment rate at the tertiary level in 2007 was 31 percent, with gender parity index of GER of 1.5.<br/>"
Gravity_(film)-Cast,2,"Category: Movies<br/>Title: Gravity (film)<br/>Section: Cast<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp; Sandra Bullock as Dr. Ryan Stone, a medical engineer and mission specialist who is on her first space mission.<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;<strike> George Clooney as Lieutenant Matt Kowalski; the commander of the team.</strike><br/>3. Kowalski is a veteran astronaut planning to retire after the ""Explorer"" expedition.<br/>4. He enjoys telling stories about himself and joking with his team, and is determined to protect the lives of his fellow astronauts.<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp; Ed Harris (voice) as Mission Control in Houston, Texas.<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp; Orto Ignatiussen (voice) as Aningaaq, a Greenlandic Inuit fisherman who intercepts one of Stone's transmissions.<br/>7. Aningaaq also appears in a self-titled short written and directed by ""Gravity"" co-writer Jonás Cuarón, which depicts the conversation between him and Stone from his perspective.<br/>8. •&nbsp;&nbsp;&nbsp;&nbsp; Phaldut Sharma (voice) as Shariff Dasari, the flight engineer on board the ""Explorer"".<br/>9. •&nbsp;&nbsp;&nbsp;&nbsp; Amy Warren (voice) as the captain of ""Explorer"".<br/>10. •&nbsp;&nbsp;&nbsp;&nbsp; Basher Savage (voice) as the captain of the International Space Station.<br/>"
